Total Line Failures,Steady State,Accumulation of Failed Capacities
3,-1,6116.0
2,2,6137.0
3,3,6152.0
4,4,6190.0
5,5,6221.0
6,6,6215.0
7,-1,6215.0
2,-1,6132.0
2,2,6154.0
3,3,6128.0
4,4,6161.0
5,5,6161.0
6,6,6178.0
7,-1,6178.0
2,2,6138.0
3,3,6126.0
4,-1,6150.0
2,-1,6162.0
2,2,6149.0
3,-1,6128.0
2,-1,6138.0
2,2,6139.0
3,3,6172.0
4,-1,6117.0
2,2,6139.0
3,-1,6175.0
2,-1,6162.0
2,2,6138.0
3,3,6126.0
4,4,6158.0
5,-1,6187.0
2,-1,6137.0
2,2,6132.0
3,3,6127.0
4,4,6160.0
5,-1,6175.0
2,2,6167.0
3,3,6202.0
4,4,6213.0
5,5,6160.0
6,6,6159.0
7,7,6203.0
8,8,6197.0
9,9,6214.0
10,10,6203.0
11,11,6191.0
12,12,6167.0
13,-1,6168.0
2,2,6137.0
3,-1,6165.0
2,2,6136.0
3,-1,6168.0
2,2,6137.0
3,3,6163.0
4,4,6193.0
5,5,6210.0
6,6,6211.0
7,-1,6211.0
2,2,6164.0
3,-1,6197.0
2,-1,6136.0
2,2,6135.0
3,3,6167.0
4,-1,6194.0
2,2,6129.0
3,3,6163.0
4,-1,6188.0
2,2,6136.0
3,-1,6160.0
2,2,6145.0
3,3,6168.0
4,4,6132.0
5,5,6131.0
6,6,6146.0
7,-1,6146.0
2,2,6134.0
3,3,6125.0
4,4,6133.0
5,-1,6187.0
2,2,6136.0
3,-1,6173.0
2,2,6135.0
3,3,6159.0
4,4,6153.0
5,-1,6125.0
2,-1,6142.0
2,-1,6137.0
2,2,6133.0
3,-1,6114.0
2,-1,6136.0
2,2,6136.0
3,3,6166.0
4,-1,6193.0
2,2,6200.0
3,-1,6297.0
2,2,6188.0
3,3,6215.0
4,-1,6219.0
2,2,6135.0
3,-1,6135.0
2,2,6143.0
3,3,6137.0
4,4,6143.0
5,5,6137.0
6,6,6120.0
7,7,6105.0
8,8,6116.0
9,9,6113.0
10,10,6293.0
11,-1,6290.0
2,2,6136.0
3,-1,6167.0
2,2,6158.0
3,3,6158.0
4,-1,6164.0
2,2,6151.0
3,-1,6203.0
2,-1,6152.0
2,2,6124.0
3,-1,6100.0
2,2,6146.0
3,3,6160.0
4,4,6159.0
5,5,6160.0
6,-1,6108.0
2,-1,6139.0
2,2,6099.0
3,-1,6115.0
2,2,6159.0
3,3,6191.0
4,4,6205.0
5,-1,6213.0
2,2,6137.0
3,-1,6165.0
2,2,6125.0
3,3,6138.0
4,-1,6236.0
2,2,6141.0
3,-1,6156.0
2,-1,6168.0
2,-1,6126.0
2,2,6137.0
3,-1,6169.0
2,2,6159.0
3,-1,6161.0
2,2,6149.0
3,3,6177.0
4,-1,6169.0
2,2,6139.0
3,-1,6145.0
2,2,6145.0
3,3,6173.0
4,4,6169.0
5,5,6170.0
6,6,6199.0
7,-1,6200.0
2,-1,6114.0
2,-1,6177.0
2,2,6133.0
3,3,6164.0
4,-1,6189.0
2,-1,6141.0
2,2,6146.0
3,-1,6166.0
2,-1,6169.0
2,-1,6136.0
2,2,6135.0
3,-1,6167.0
2,2,6165.0
3,3,6195.0
4,-1,6200.0
2,-1,6136.0
2,2,6164.0
3,3,6361.0
4,4,6361.0
5,-1,6361.0
2,2,6150.0
3,3,6164.0
4,4,6188.0
5,5,6205.0
6,-1,6206.0
2,2,6385.0
3,-1,6333.0
2,-1,6113.0
2,2,6141.0
3,3,6159.0
4,4,6123.0
5,-1,6164.0
2,2,6166.0
3,-1,6202.0
2,2,6189.0
3,3,6189.0
4,4,6215.0
5,5,6250.0
6,-1,6247.0
2,2,6139.0
3,3,6130.0
4,4,6130.0
5,5,6149.0
6,-1,6130.0
2,2,6228.0
3,-1,6212.0
2,-1,6128.0
2,-1,6132.0
2,-1,6160.0
2,2,6190.0
3,-1,6186.0
2,2,6409.0
3,-1,6408.0
2,-1,6137.0
2,2,6134.0
3,-1,6161.0
2,2,6131.0
3,-1,6105.0
2,2,6137.0
3,3,6166.0
4,4,6193.0
5,5,6235.0
6,6,6171.0
7,-1,6172.0
2,2,6153.0
3,3,6173.0
4,4,6167.0
5,5,6208.0
6,6,6161.0
7,-1,6159.0
2,2,6137.0
3,-1,6158.0
2,2,6137.0
3,3,6166.0
4,4,6166.0
5,-1,6193.0
2,2,6130.0
3,-1,6142.0
2,2,6130.0
3,3,6168.0
4,-1,6330.0
2,-1,6203.0
2,2,6158.0
3,3,6225.0
4,4,6230.0
5,5,6252.0
6,6,6300.0
7,-1,6294.0
2,-1,6196.0
2,2,6129.0
3,3,6151.0
4,4,6189.0
5,5,6184.0
6,6,6235.0
7,-1,6235.0
2,-1,6133.0
2,2,6133.0
3,3,6188.0
4,4,6387.0
5,5,6379.0
6,-1,6378.0
2,2,6113.0
3,3,6167.0
4,4,6195.0
5,5,6194.0
6,-1,6188.0
2,2,6137.0
3,3,6165.0
4,4,6160.0
5,-1,6194.0
2,-1,6137.0
2,-1,6153.0
2,-1,6203.0
2,-1,6132.0
2,2,6282.0
3,-1,6256.0
2,-1,6126.0
2,2,6165.0
3,3,6166.0
4,4,6199.0
5,5,6238.0
6,6,6277.0
7,7,6296.0
8,8,6295.0
9,9,6296.0
10,10,6293.0
11,11,6291.0
12,-1,6271.0
2,-1,6161.0
2,2,6136.0
3,3,6166.0
4,4,6194.0
5,-1,6187.0
2,-1,6129.0
2,-1,6165.0
2,2,6137.0
3,-1,6165.0
2,2,6139.0
3,3,6167.0
4,-1,6173.0
2,2,6136.0
3,3,6165.0
4,4,6159.0
5,-1,6154.0
2,-1,6137.0
2,-1,6146.0
2,-1,6161.0
2,-1,6126.0
2,-1,6164.0
2,2,6137.0
3,3,6167.0
4,4,6195.0
5,-1,6232.0
2,2,6218.0
3,3,6219.0
4,-1,6218.0
2,2,6117.0
3,3,6113.0
4,4,6185.0
5,-1,6177.0
2,2,6130.0
3,3,6165.0
4,-1,6197.0
2,-1,6136.0
2,2,6142.0
3,-1,6154.0
2,2,6139.0
3,3,6163.0
4,4,6160.0
5,5,6154.0
6,6,6176.0
7,7,6184.0
8,8,6178.0
9,9,6197.0
10,10,6190.0
11,-1,6169.0
2,-1,6120.0
2,-1,6133.0
2,2,6144.0
3,-1,6166.0
2,-1,6141.0
2,-1,6182.0
2,-1,6202.0
2,-1,6126.0
2,2,6130.0
3,-1,6118.0
2,-1,6144.0
2,-1,6136.0
2,-1,6162.0
2,2,6146.0
3,3,6163.0
4,-1,6143.0
2,2,6156.0
3,3,6132.0
4,4,6134.0
5,5,6136.0
6,-1,6109.0
2,-1,6134.0
2,2,6150.0
3,-1,6120.0
2,2,6161.0
3,-1,6178.0
2,2,6173.0
3,3,6223.0
4,4,6267.0
5,-1,6299.0
2,2,6159.0
3,3,6177.0
4,4,6204.0
5,5,6200.0
6,-1,6199.0
2,-1,6115.0
2,2,6158.0
3,-1,6188.0
2,-1,6136.0
2,2,6136.0
3,3,6166.0
4,-1,6193.0
2,2,6168.0
3,-1,6147.0
2,2,6135.0
3,3,6167.0
4,-1,6161.0
2,-1,6136.0
2,2,6159.0
3,-1,6301.0
2,2,6136.0
3,3,6164.0
4,-1,6167.0
2,2,6137.0
3,-1,6165.0
2,2,6164.0
3,3,6164.0
4,4,6160.0
5,5,6160.0
6,-1,6160.0
2,2,6137.0
3,3,6181.0
4,4,6127.0
5,5,6146.0
6,6,6175.0
7,7,6175.0
8,8,6175.0
9,-1,6175.0
2,2,6203.0
3,-1,6216.0
2,2,6141.0
3,-1,6159.0
2,-1,6143.0
2,2,6139.0
3,-1,6165.0
2,-1,6137.0
2,2,6141.0
3,-1,6156.0
2,2,6137.0
3,3,6165.0
4,4,6160.0
5,5,6156.0
6,6,6124.0
7,7,6129.0
8,8,6296.0
9,9,6298.0
10,-1,6300.0
2,2,6134.0
3,3,6127.0
4,-1,6160.0
2,2,6151.0
3,-1,6174.0
2,2,6219.0
3,-1,6219.0
2,2,6303.0
3,-1,6303.0
2,2,6132.0
3,3,6162.0
4,4,6184.0
5,5,6223.0
6,6,6224.0
7,-1,6222.0
2,2,6136.0
3,-1,6167.0
2,2,6169.0
3,3,6163.0
4,4,6184.0
5,-1,6183.0
2,2,6123.0
3,3,6151.0
4,-1,6194.0
2,2,6160.0
3,3,6166.0
4,-1,6185.0
2,2,6143.0
3,3,6204.0
4,-1,6188.0
2,2,6123.0
3,3,6155.0
4,-1,6191.0
2,2,6140.0
3,3,6172.0
4,4,6156.0
5,5,6173.0
6,6,6173.0
7,7,6171.0
8,8,6165.0
9,9,6170.0
10,10,6230.0
11,11,6260.0
12,12,6170.0
13,13,6174.0
14,-1,6293.0
2,2,6147.0
3,-1,6201.0
2,2,6136.0
3,3,6149.0
4,-1,6172.0
2,2,6160.0
3,3,6167.0
4,-1,6202.0
2,-1,6136.0
2,2,6201.0
3,3,6201.0
4,-1,6191.0
2,-1,6173.0
2,-1,6171.0
2,2,6122.0
3,3,6158.0
4,4,6164.0
5,5,6194.0
6,6,6220.0
7,7,6338.0
8,8,6331.0
9,9,6187.0
10,10,6228.0
11,11,6297.0
12,12,6296.0
13,-1,6290.0
2,-1,6148.0
2,-1,6159.0
2,2,6141.0
3,3,6161.0
4,4,6197.0
5,5,6233.0
6,6,6233.0
7,-1,6234.0
2,2,6137.0
3,-1,6165.0
2,2,6130.0
3,-1,6121.0
2,-1,6138.0
2,-1,6171.0
2,2,6211.0
3,3,6211.0
4,-1,6212.0
2,2,6121.0
3,3,6139.0
4,-1,6138.0
2,2,6136.0
3,3,6160.0
4,-1,6185.0
2,2,6136.0
3,3,6144.0
4,4,6118.0
5,5,6184.0
6,6,6226.0
7,7,6226.0
8,-1,6241.0
2,2,6150.0
3,-1,6131.0
2,-1,6152.0
2,-1,6136.0
2,-1,6148.0
2,2,6133.0
3,3,6176.0
4,4,6192.0
5,5,6220.0
6,-1,6240.0
2,2,6207.0
3,-1,6246.0
2,-1,6145.0
2,2,6101.0
3,3,6109.0
4,-1,6120.0
2,2,6161.0
3,-1,6196.0
2,2,6188.0
3,3,6217.0
4,-1,6403.0
2,-1,6141.0
2,-1,6138.0
2,2,6203.0
3,3,6217.0
4,4,6230.0
5,5,6212.0
6,-1,6163.0
2,-1,6137.0
2,2,6223.0
3,-1,6221.0
2,2,6109.0
3,3,6108.0
4,-1,6109.0
2,-1,6140.0
2,2,6138.0
3,3,6166.0
4,4,6156.0
5,5,6187.0
6,6,6229.0
7,7,6183.0
8,8,6193.0
9,-1,6253.0
2,2,6150.0
3,-1,6166.0
2,-1,6130.0
2,2,6156.0
3,3,6182.0
4,-1,6155.0
2,-1,6136.0
2,2,6154.0
3,3,6149.0
4,4,6149.0
5,5,6194.0
6,6,6219.0
7,7,6251.0
8,-1,6266.0
2,2,6121.0
3,3,6159.0
4,4,6159.0
5,5,6172.0
6,-1,6180.0
2,2,6161.0
3,3,6201.0
4,4,6245.0
5,5,6258.0
6,6,6240.0
7,7,6274.0
8,-1,6274.0
2,-1,6113.0
2,-1,6160.0
2,2,6108.0
3,-1,6109.0
2,2,6197.0
3,-1,6181.0
2,-1,6123.0
2,-1,6146.0
2,-1,6137.0
2,2,6171.0
3,-1,6157.0
2,-1,6136.0
2,2,6168.0
3,3,6192.0
4,4,6197.0
5,5,6221.0
6,6,6221.0
7,-1,6222.0
2,-1,6134.0
2,2,6179.0
3,-1,6209.0
2,-1,6137.0
2,2,6133.0
3,-1,6164.0
2,2,6140.0
3,-1,6171.0
2,-1,6145.0
2,-1,6088.0
2,2,6137.0
3,-1,6165.0
2,-1,6162.0
2,2,6126.0
3,3,6163.0
4,-1,6202.0
2,2,6163.0
3,3,6181.0
4,4,6186.0
5,-1,6226.0
2,2,6121.0
3,3,6157.0
4,4,6187.0
5,-1,6228.0
2,2,6145.0
3,3,6151.0
4,4,6140.0
5,5,6131.0
6,-1,6151.0
2,-1,6136.0
2,-1,6137.0
2,2,6156.0
3,3,6135.0
4,-1,6135.0
2,-1,6150.0
2,-1,6136.0
2,-1,6194.0
2,2,6107.0
3,3,6144.0
4,4,6226.0
5,5,6152.0
6,-1,6152.0
2,2,6187.0
3,-1,6180.0
2,2,6138.0
3,-1,6167.0
2,-1,6139.0
2,2,6132.0
3,3,6162.0
4,4,6187.0
5,5,6225.0
6,6,6226.0
7,-1,6224.0
2,2,6163.0
3,-1,6163.0
2,2,6134.0
3,3,6169.0
4,4,6198.0
5,-1,6242.0
2,2,6137.0
3,3,6146.0
4,-1,6168.0
2,2,6140.0
3,-1,6139.0
2,-1,6138.0
2,-1,6114.0
2,2,6160.0
3,-1,6196.0
2,2,6136.0
3,-1,6136.0
2,2,6161.0
3,3,6128.0
4,-1,6098.0
2,-1,6134.0
2,-1,6149.0
2,2,6108.0
3,-1,6145.0
2,-1,6161.0
2,2,6174.0
3,-1,6170.0
2,-1,6136.0
2,2,6143.0
3,3,6164.0
4,-1,6122.0
2,2,6137.0
3,-1,6165.0
2,2,6165.0
3,3,6236.0
4,-1,6232.0
2,2,6151.0
3,-1,6184.0
2,2,6195.0
3,-1,6200.0
2,2,6221.0
3,3,6189.0
4,-1,6208.0
2,-1,6138.0
2,-1,6137.0
2,2,6123.0
3,3,6125.0
4,4,6153.0
5,-1,6143.0
2,-1,6141.0
2,2,6167.0
3,3,6207.0
4,4,6248.0
5,-1,6285.0
2,2,6151.0
3,-1,6166.0
2,2,6120.0
3,3,6157.0
4,4,6187.0
5,-1,6228.0
2,2,6136.0
3,3,6148.0
4,-1,6144.0
2,-1,6123.0
2,2,6138.0
3,3,6170.0
4,4,6154.0
5,-1,6164.0
2,-1,6152.0
2,-1,6156.0
2,-1,6163.0
2,-1,6208.0
2,2,6153.0
3,-1,6152.0
2,-1,6137.0
2,2,6139.0
3,3,6140.0
4,4,6145.0
5,-1,6144.0
2,2,6108.0
3,-1,6107.0
2,-1,6137.0
2,2,6136.0
3,-1,6165.0
2,-1,6179.0
2,2,6106.0
3,-1,6106.0
2,-1,6137.0
2,-1,6137.0
2,-1,6111.0
2,-1,6159.0
2,-1,6155.0
2,2,6149.0
3,-1,6168.0
2,-1,6139.0
2,2,6158.0
3,3,6194.0
4,-1,6197.0
2,2,6178.0
3,3,6221.0
4,-1,6219.0
2,2,6103.0
3,-1,6103.0
2,2,6129.0
3,3,6153.0
4,4,6150.0
5,5,6127.0
6,6,6168.0
7,-1,6167.0
2,2,6147.0
3,3,6174.0
4,-1,6167.0
2,2,6182.0
3,3,6203.0
4,4,6202.0
5,-1,6248.0
2,-1,6219.0
2,-1,6165.0
2,2,6158.0
3,3,6165.0
4,4,6208.0
5,-1,6207.0
2,2,6143.0
3,3,6159.0
4,-1,6194.0
2,2,6137.0
3,-1,6165.0
2,2,6161.0
3,3,6158.0
4,4,6149.0
5,-1,6164.0
2,2,6134.0
3,3,6145.0
4,-1,6166.0
2,2,6179.0
3,3,6146.0
4,4,6234.0
5,5,6234.0
6,6,6236.0
7,-1,6233.0
2,-1,6131.0
2,-1,6113.0
2,-1,6164.0
2,-1,6134.0
2,-1,6138.0
2,2,6141.0
3,-1,6152.0
2,-1,6135.0
2,2,6169.0
3,-1,6160.0
2,2,6144.0
3,-1,6165.0
2,-1,6178.0
2,2,6141.0
3,3,6167.0
4,4,6181.0
5,-1,6212.0
2,2,6135.0
3,-1,6108.0
2,-1,6136.0
2,-1,6137.0
2,-1,6136.0
2,-1,6137.0
2,2,6163.0
3,-1,6197.0
2,2,6194.0
3,3,6194.0
4,-1,6242.0
2,2,6136.0
3,3,6159.0
4,-1,6166.0
2,2,6145.0
3,-1,6137.0
2,-1,6121.0
2,2,6139.0
3,3,6144.0
4,4,6145.0
5,-1,6249.0
2,-1,6145.0
2,2,6146.0
3,-1,6160.0
2,2,6107.0
3,-1,6107.0
2,2,6123.0
3,-1,6155.0
2,2,6173.0
3,3,6194.0
4,-1,6204.0
2,2,6144.0
3,3,6154.0
4,4,6150.0
5,5,6151.0
6,-1,6201.0
2,-1,6137.0
2,2,6132.0
3,-1,6171.0
2,-1,6134.0
2,-1,6136.0
2,2,6131.0
3,3,6162.0
4,-1,6187.0
2,2,6126.0
3,-1,6133.0
2,-1,6217.0
2,2,6135.0
3,3,6135.0
4,-1,6124.0
2,-1,6173.0
2,2,6133.0
3,3,6175.0
4,4,6198.0
5,-1,6200.0
2,-1,6167.0
2,2,6150.0
3,3,6169.0
4,4,6215.0
5,5,6243.0
6,-1,6249.0
2,-1,6140.0
2,2,6128.0
3,3,6128.0
4,4,6128.0
5,-1,6128.0
2,-1,6136.0
2,2,6185.0
3,-1,6176.0
2,2,6139.0
3,-1,6183.0
2,2,6161.0
3,3,6187.0
4,4,6181.0
5,5,6178.0
6,6,6220.0
7,7,6232.0
8,-1,6232.0
2,-1,6178.0
2,-1,6146.0
2,-1,6225.0
2,2,6142.0
3,3,6171.0
4,4,6160.0
5,5,6152.0
6,-1,6122.0
2,-1,6113.0
2,2,6186.0
3,3,6188.0
4,-1,6152.0
2,2,6157.0
3,-1,6152.0
2,2,6139.0
3,-1,6220.0
2,2,6142.0
3,3,6173.0
4,-1,6161.0
2,2,6136.0
3,3,6125.0
4,4,6123.0
5,5,6132.0
6,6,6132.0
7,-1,6119.0
2,2,6202.0
3,-1,6223.0
2,2,6139.0
3,-1,6143.0
2,2,6137.0
3,3,6112.0
4,4,6104.0
5,-1,6109.0
2,2,6144.0
3,3,6136.0
4,4,6137.0
5,5,6121.0
6,6,6116.0
7,7,6151.0
8,8,6150.0
9,9,6130.0
10,10,6151.0
11,-1,6165.0
2,2,6136.0
3,3,6160.0
4,4,6166.0
5,-1,6196.0
2,-1,6144.0
2,2,6137.0
3,-1,6179.0
2,2,6136.0
3,-1,6136.0
2,-1,6137.0
2,-1,6137.0
2,2,6175.0
3,3,6216.0
4,-1,6255.0
2,2,6126.0
3,3,6117.0
4,4,6141.0
5,5,6148.0
6,-1,6225.0
2,-1,6131.0
2,-1,6212.0
2,-1,6161.0
2,-1,6170.0
2,-1,6160.0
2,2,6135.0
3,3,6163.0
4,4,6198.0
5,5,6192.0
6,-1,6190.0
2,2,6158.0
3,3,6161.0
4,4,6205.0
5,-1,6259.0
2,2,6160.0
3,-1,6196.0
2,2,6101.0
3,3,6109.0
4,-1,6120.0
2,2,6205.0
3,3,6326.0
4,4,6322.0
5,-1,6298.0
2,-1,6136.0
2,-1,6151.0
2,2,6154.0
3,3,6174.0
4,-1,6154.0
2,-1,6121.0
2,-1,6110.0
2,2,6138.0
3,3,6158.0
4,4,6191.0
5,5,6218.0
6,6,6218.0
7,-1,6277.0
2,2,6176.0
3,3,6207.0
4,4,6222.0
5,5,6222.0
6,-1,6249.0
2,-1,6188.0
2,2,6179.0
3,-1,6149.0
2,2,6153.0
3,3,6170.0
4,-1,6204.0
2,2,6167.0
3,3,6221.0
4,-1,6212.0
2,-1,6136.0
2,2,6154.0
3,3,6154.0
4,-1,6193.0
2,2,6137.0
3,3,6163.0
4,-1,6155.0
2,2,6107.0
3,3,6144.0
4,-1,6226.0
2,2,6133.0
3,3,6165.0
4,4,6193.0
5,5,6190.0
6,-1,6126.0
2,2,6194.0
3,-1,6168.0
2,2,6138.0
3,3,6139.0
4,4,6170.0
5,-1,6161.0
2,-1,6136.0
2,2,6130.0
3,-1,6154.0
2,-1,6171.0
2,2,6136.0
3,3,6170.0
4,4,6199.0
5,5,6236.0
6,6,6241.0
7,-1,6241.0
2,2,6222.0
3,3,6188.0
4,-1,6208.0
2,-1,6135.0
2,2,6203.0
3,-1,6206.0
2,2,6170.0
3,3,6191.0
4,-1,6190.0
2,-1,6133.0
2,2,6141.0
3,3,6160.0
4,4,6159.0
5,-1,6127.0
2,-1,6172.0
2,2,6154.0
3,-1,6153.0
2,2,6159.0
3,-1,6166.0
2,2,6141.0
3,3,6156.0
4,4,6197.0
5,-1,6197.0
2,2,6141.0
3,3,6163.0
4,4,6179.0
5,-1,6209.0
2,-1,6107.0
2,-1,6140.0
2,2,6136.0
3,3,6173.0
4,-1,6204.0
2,-1,6136.0
2,2,6136.0
3,-1,6135.0
2,2,6146.0
3,3,6132.0
4,-1,6134.0
2,-1,6136.0
2,2,6135.0
3,3,6172.0
4,4,6166.0
5,-1,6346.0
2,2,6154.0
3,-1,6154.0
2,-1,6145.0
2,-1,6134.0
2,2,6161.0
3,3,6244.0
4,4,6242.0
5,5,6230.0
6,6,6214.0
7,-1,6215.0
2,2,6161.0
3,3,6154.0
4,4,6159.0
5,5,6173.0
6,-1,6198.0
2,2,6136.0
3,-1,6160.0
2,2,6180.0
3,-1,6189.0
2,2,6133.0
3,3,6164.0
4,4,6156.0
5,-1,6182.0
2,2,6135.0
3,3,6159.0
4,4,6169.0
5,-1,6162.0
2,2,6167.0
3,-1,6204.0
2,2,6136.0
3,-1,6167.0
2,2,6137.0
3,-1,6165.0
2,2,6136.0
3,-1,6129.0
2,2,6169.0
3,3,6163.0
4,-1,6183.0
2,2,6136.0
3,-1,6165.0
2,2,6112.0
3,3,6136.0
4,4,6214.0
5,5,6214.0
6,-1,6140.0
2,2,6126.0
3,3,6117.0
4,-1,6142.0
2,2,6119.0
3,3,6131.0
4,-1,6141.0
2,-1,6128.0
2,2,6158.0
3,-1,6165.0
2,2,6145.0
3,3,6166.0
4,-1,6166.0
2,2,6190.0
3,3,6217.0
4,4,6241.0
5,5,6241.0
6,-1,6279.0
2,-1,6113.0
2,-1,6385.0
2,-1,6136.0
2,-1,6134.0
2,2,6136.0
3,3,6160.0
4,-1,6185.0
2,2,6209.0
3,3,6228.0
4,-1,6216.0
2,2,6159.0
3,3,6136.0
4,4,6123.0
5,-1,6156.0
2,2,6175.0
3,3,6211.0
4,4,6221.0
5,5,6239.0
6,6,6281.0
7,7,6281.0
8,8,6278.0
9,-1,6280.0
2,-1,6165.0
2,2,6140.0
3,3,6159.0
4,4,6122.0
5,5,6140.0
6,6,6231.0
7,-1,6195.0
2,2,6140.0
3,3,6128.0
4,4,6128.0
5,5,6112.0
6,6,6123.0
7,7,6112.0
8,8,6206.0
9,9,6201.0
10,-1,6179.0
2,-1,6144.0
2,2,6170.0
3,-1,6165.0
2,-1,6135.0
2,-1,6146.0
2,2,6142.0
3,3,6148.0
4,-1,6187.0
2,-1,6137.0
2,2,6136.0
3,3,6165.0
4,4,6159.0
5,5,6194.0
6,6,6240.0
7,7,6289.0
8,8,6309.0
9,9,6308.0
10,10,6143.0
11,11,6170.0
12,-1,6241.0
2,2,6139.0
3,3,6134.0
4,-1,6170.0
2,-1,6163.0
2,-1,6136.0
2,2,6137.0
3,-1,6165.0
2,2,6145.0
3,3,6151.0
4,4,6140.0
5,5,6131.0
6,6,6151.0
7,-1,6150.0
2,2,6134.0
3,-1,6126.0
2,2,6146.0
3,3,6157.0
4,4,6191.0
5,-1,6225.0
2,2,6127.0
3,3,6176.0
4,4,6199.0
5,-1,6217.0
2,2,6161.0
3,3,6193.0
4,4,6143.0
5,-1,6177.0
2,-1,6189.0
2,2,6121.0
3,3,6142.0
4,-1,6178.0
2,-1,6153.0
2,-1,6137.0
2,-1,6111.0
2,-1,6115.0
2,2,6162.0
3,3,6194.0
4,-1,6198.0
2,2,6179.0
3,-1,6209.0
2,-1,6168.0
2,2,6118.0
3,3,6130.0
4,4,6174.0
5,-1,6217.0
2,2,6138.0
3,3,6124.0
4,-1,6172.0
2,2,6141.0
3,3,6161.0
4,4,6153.0
5,5,6127.0
6,6,6147.0
7,7,6285.0
8,-1,6286.0
2,-1,6128.0
2,2,6195.0
3,3,6304.0
4,4,6301.0
5,5,6278.0
6,-1,6279.0
2,2,6162.0
3,-1,6193.0
2,2,6134.0
3,3,6169.0
4,4,6198.0
5,5,6242.0
6,-1,6242.0
2,2,6136.0
3,3,6165.0
4,4,6159.0
5,5,6195.0
6,6,6240.0
7,7,6240.0
8,-1,6156.0
2,2,6104.0
3,3,6167.0
4,4,6175.0
5,5,6206.0
6,6,6203.0
7,7,6224.0
8,8,6217.0
9,9,6196.0
10,-1,6295.0
2,2,6149.0
3,-1,6177.0
2,-1,6125.0
2,2,6141.0
3,-1,6164.0
2,-1,6165.0
2,2,6135.0
3,3,6165.0
4,-1,6185.0
2,-1,6121.0
2,2,6177.0
3,3,6204.0
4,-1,6196.0
2,2,6136.0
3,3,6160.0
4,-1,6186.0
2,2,6147.0
3,-1,6131.0
2,2,6126.0
3,3,6158.0
4,4,6189.0
5,5,6229.0
6,-1,6228.0
2,2,6153.0
3,3,6168.0
4,4,6162.0
5,5,6197.0
6,6,6233.0
7,-1,6254.0
2,2,6139.0
3,3,6170.0
4,4,6167.0
5,-1,6166.0
2,2,6158.0
3,3,6193.0
4,4,6199.0
5,-1,6244.0
2,-1,6132.0
2,2,6137.0
3,3,6133.0
4,4,6133.0
5,5,6126.0
6,6,6125.0
7,7,6115.0
8,8,6159.0
9,9,6159.0
10,-1,6159.0
2,-1,6172.0
2,-1,6125.0
2,2,6151.0
3,3,6166.0
4,4,6219.0
5,5,6335.0
6,6,6319.0
7,7,6267.0
8,-1,6274.0
2,-1,6177.0
2,-1,6113.0
2,2,6135.0
3,3,6166.0
4,-1,6159.0
2,-1,6154.0
2,2,6151.0
3,3,6184.0
4,4,6152.0
5,5,6150.0
6,-1,6151.0
2,-1,6137.0
2,2,6200.0
3,3,6241.0
4,-1,6252.0
2,2,6137.0
3,3,6179.0
4,-1,6167.0
2,-1,6128.0
2,-1,6136.0
2,-1,6194.0
2,-1,6159.0
2,-1,6142.0
2,-1,6112.0
2,-1,6141.0
2,2,6136.0
3,3,6163.0
4,-1,6212.0
2,2,6153.0
3,3,6194.0
4,-1,6234.0
2,2,6165.0
3,3,6193.0
4,4,6187.0
5,5,6250.0
6,6,6141.0
7,-1,6141.0
2,2,6179.0
3,3,6179.0
4,4,6179.0
5,5,6179.0
6,-1,6160.0
2,-1,6179.0
2,-1,6137.0
2,2,6136.0
3,-1,6128.0
2,2,6136.0
3,3,6173.0
4,4,6205.0
5,5,6194.0
6,6,6223.0
7,7,6311.0
8,8,6316.0
9,9,6290.0
10,10,6120.0
11,-1,6120.0
2,2,6212.0
3,3,6213.0
4,-1,6212.0
2,-1,6140.0
2,2,6150.0
3,3,6193.0
4,-1,6235.0
2,2,6134.0
3,3,6155.0
4,-1,6150.0
2,-1,6135.0
2,2,6137.0
3,3,6165.0
4,-1,6160.0
2,2,6173.0
3,-1,6168.0
2,-1,6163.0
2,2,6171.0
3,3,6156.0
4,4,6162.0
5,5,6140.0
6,6,6201.0
7,7,6202.0
8,8,6202.0
9,-1,6204.0
2,-1,6122.0
2,2,6146.0
3,3,6181.0
4,-1,6153.0
2,2,6152.0
3,-1,6152.0
2,2,6186.0
3,-1,6172.0
2,-1,6136.0
2,2,6135.0
3,-1,6165.0
2,2,6165.0
3,-1,6165.0
2,-1,6178.0
2,-1,6126.0
2,-1,6188.0
2,-1,6182.0
2,2,6137.0
3,-1,6165.0
2,2,6124.0
3,3,6133.0
4,-1,6173.0
2,-1,6137.0
2,2,6131.0
3,3,6166.0
4,-1,6191.0
2,-1,6171.0
2,2,6136.0
3,3,6165.0
4,4,6193.0
5,-1,6186.0
2,-1,6152.0
2,2,6162.0
3,-1,6163.0
2,-1,6183.0
2,2,6385.0
3,-1,6333.0
2,2,6133.0
3,3,6177.0
4,-1,6140.0
2,2,6158.0
3,-1,6188.0
2,-1,6137.0
2,2,6137.0
3,3,6181.0
4,4,6324.0
5,-1,6342.0
2,2,6137.0
3,-1,6179.0
2,-1,6146.0
2,2,6159.0
3,3,6175.0
4,-1,6159.0
2,2,6133.0
3,-1,6164.0
2,2,6135.0
3,-1,6135.0
2,2,6286.0
3,3,6302.0
4,4,6281.0
5,5,6266.0
6,6,6261.0
7,7,6264.0
8,-1,6271.0
2,2,6126.0
