Total Line Failures,Maximum failed line capacity,Load shed from previous step,Difference in Load Shed,Load,Steady State,Capacity of Failed Ones,Capacity of Failed Ones 2,Failed Line Index,Capacity of Failed One,Time of Failure Event,Accumulation of Failed Capacities,Demand-Loadshed Difference,Generation
2,800.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6192.0,6192.0,784.340000000001,2129.850557667039
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,800.0,107,50.0,6273.0,6273.0,703.340000000001,2092.527569675481
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6132.0,6132.0,844.340000000001,2068.017632724644
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,100.0,100,50.0,6137.0,6137.0,839.340000000001,2068.596228957974
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6145.0,6145.0,831.340000000001,2070.0993879767707
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,38,200.0,6167.0,6167.0,809.340000000001,2004.072839643943
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,9,50.0,6160.0,6160.0,816.340000000001,1952.1475636104935
5,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,33,50.0,6188.0,6188.0,788.340000000001,1919.8335723352304
2,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6148.0,6148.0,828.340000000001,2080.1689390278348
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6182.0,6182.0,794.340000000001,2016.4663604239242
3,0.0,-1.0,-1.0,6976.340000000001,-1,100.0,200.0,38,200.0,6209.0,6209.0,767.340000000001,1984.0809813048265
2,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6149.0,6149.0,827.340000000001,2052.416763809161
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6145.0,6145.0,831.340000000001,2054.2215910674317
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,100.0,9,50.0,6142.0,6142.0,834.340000000001,2032.384298843372
2,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6137.0,6137.0,839.340000000001,2062.8996856357185
2,50.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6136.0,6136.0,840.340000000001,2061.134085940135
2,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6111.0,6111.0,865.340000000001,2053.240495348413
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6182.0,6182.0,794.340000000001,2135.803136621476
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,38,200.0,6203.0,6203.0,773.340000000001,1972.5423601837551
2,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6139.0,6139.0,837.340000000001,2065.207798491366
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6184.0,6184.0,792.340000000001,2043.9075619581492
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,137,50.0,6184.0,6184.0,792.340000000001,2042.5778642268979
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,7,50.0,6171.0,6171.0,805.340000000001,2032.500633197553
5,0.0,-1.0,-1.0,6976.340000000001,5,50.0,200.0,38,200.0,6220.0,6220.0,756.340000000001,1959.0367476853366
6,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,99,50.0,6323.0,6323.0,653.340000000001,1933.8888007463058
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6136.0,6136.0,840.340000000001,2058.8674172951537
3,0.0,-1.0,-1.0,6976.340000000001,-1,100.0,200.0,38,200.0,6168.0,6168.0,808.340000000001,2003.7309269724847
2,800.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6223.0,6223.0,753.340000000001,2160.621845351407
3,0.0,-1.0,-1.0,6976.340000000001,3,100.0,800.0,90,100.0,6204.0,6204.0,772.340000000001,2127.6216245595465
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,800.0,107,50.0,6232.0,6232.0,744.340000000001,2125.9558229414474
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6136.0,6136.0,840.340000000001,2060.7372105713603
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,38,200.0,6165.0,6165.0,811.340000000001,2004.0886725564824
2,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6149.0,6149.0,827.340000000001,2063.726519764986
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6137.0,6137.0,839.340000000001,2063.567384727109
3,0.0,-1.0,-1.0,6976.340000000001,-1,200.0,200.0,38,200.0,6165.0,6165.0,811.340000000001,2004.0747430630324
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6141.0,6141.0,835.340000000001,2055.1687354681135
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,38,200.0,6168.0,6168.0,808.340000000001,2004.0790212593386
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,109,50.0,6162.0,6162.0,814.340000000001,1961.3065008921612
5,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,107,50.0,6122.0,6122.0,854.340000000001,1916.6505099427259
2,400.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6158.0,6158.0,818.340000000001,1962.9369876614496
2,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6128.0,6128.0,848.340000000001,2050.71767955087
2,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6114.0,6114.0,862.340000000001,2053.092870507332
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6201.0,6201.0,775.340000000001,2019.3556235426684
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,38,200.0,6231.0,6231.0,745.340000000001,1984.2670607480986
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,11,50.0,6278.0,6278.0,698.340000000001,1937.7705388997547
5,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,107,50.0,6284.0,6284.0,692.340000000001,1927.2513100771546
2,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6179.0,6179.0,797.340000000001,2031.5665772703169
2,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6137.0,6137.0,839.340000000001,2064.3755160090786
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6197.0,6197.0,779.340000000001,2046.3370880725613
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,38,200.0,6206.0,6206.0,770.340000000001,2008.3421069143703
2,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6138.0,6138.0,838.340000000001,2026.164863893102
2,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6136.0,6136.0,840.340000000001,2057.311833254271
2,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6200.0,6200.0,776.340000000001,1853.7557722521449
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6197.0,6197.0,779.340000000001,2038.9958215610245
3,0.0,-1.0,-1.0,6976.340000000001,3,100.0,200.0,38,200.0,6129.0,6129.0,847.340000000001,2008.0520067203229
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,107,50.0,6185.0,6185.0,791.340000000001,2002.0249095124907
5,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,33,50.0,6108.0,6108.0,868.340000000001,1875.9019257984946
2,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6167.0,6167.0,809.340000000001,2060.78155155812
2,50.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6122.0,6122.0,854.340000000001,2039.5869361908876
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,38,200.0,6141.0,6141.0,835.340000000001,1948.4934568915396
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,33,50.0,6147.0,6147.0,829.340000000001,1917.0664735629587
5,0.0,-1.0,-1.0,6976.340000000001,5,50.0,200.0,90,100.0,6145.0,6145.0,831.340000000001,1915.1086571793498
6,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,98,50.0,6200.0,6200.0,776.340000000001,1905.8519738028974
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6134.0,6134.0,842.340000000001,2053.693783722289
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,100.0,7,50.0,6126.0,6126.0,850.340000000001,2037.6931198292514
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6134.0,6134.0,842.340000000001,2057.7887112726
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,38,200.0,6196.0,6196.0,780.340000000001,1963.825522005659
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,33,50.0,6204.0,6204.0,772.340000000001,1972.5423601813527
5,0.0,-1.0,-1.0,6976.340000000001,5,50.0,200.0,31,200.0,6255.0,6255.0,721.340000000001,1820.6669929704206
6,0.0,-1.0,-1.0,6976.340000000001,6,50.0,200.0,129,50.0,6252.0,6252.0,724.340000000001,1813.9320744710656
7,0.0,-1.0,-1.0,6976.340000000001,7,50.0,200.0,98,50.0,6280.0,6280.0,696.340000000001,1812.2348933311396
8,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,138,50.0,6280.0,6280.0,696.340000000001,1812.3893308171428
2,800.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6337.0,6337.0,639.340000000001,2105.9970808669423
2,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6146.0,6146.0,830.340000000001,2076.608251873618
2,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6135.0,6135.0,841.340000000001,2040.55208504229
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6137.0,6137.0,839.340000000001,2063.9027897749697
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,38,200.0,6165.0,6165.0,811.340000000001,2004.0734374544004
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,33,50.0,6193.0,6193.0,783.340000000001,1958.2343107103986
5,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,7,50.0,6186.0,6186.0,790.340000000001,1926.2957931820993
2,800.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6242.0,6242.0,734.340000000001,2161.0330266087617
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6179.0,6179.0,797.340000000001,2030.7424490180463
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,100.0,9,50.0,6183.0,6183.0,793.340000000001,2015.9833715800885
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6161.0,6161.0,815.340000000001,2079.637418050387
3,0.0,-1.0,-1.0,6976.340000000001,-1,100.0,200.0,38,200.0,6196.0,6196.0,780.340000000001,2004.031466315822
2,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6141.0,6141.0,835.340000000001,2069.7339186377944
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6177.0,6177.0,799.340000000001,2022.637812296974
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,38,200.0,6163.0,6163.0,813.340000000001,1981.4444288326786
2,800.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6125.0,6125.0,851.340000000001,2150.608168907565
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,800.0,7,50.0,6145.0,6145.0,831.340000000001,2111.4543747005414
2,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6158.0,6158.0,818.340000000001,2067.619676559773
2,50.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6147.0,6147.0,829.340000000001,2054.070089393189
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,38,200.0,6172.0,6172.0,804.340000000001,2002.191469203712
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6180.0,6180.0,796.340000000001,2016.2488651604228
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,7,50.0,6181.0,6181.0,795.340000000001,1995.9641172140591
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,90,100.0,6173.0,6173.0,803.340000000001,1997.8998108395335
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6137.0,6137.0,839.340000000001,2064.4752681128466
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,38,200.0,6166.0,6166.0,810.340000000001,2004.071041626151
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6139.0,6139.0,837.340000000001,2046.8710416486963
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,100.0,33,50.0,6164.0,6164.0,812.340000000001,2094.1514976272765
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,38,200.0,6187.0,6187.0,789.340000000001,1919.8054850310616
2,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6140.0,6140.0,836.340000000001,2037.39121043679
2,400.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6160.0,6160.0,816.340000000001,1935.5704145375655
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6138.0,6138.0,838.340000000001,2061.8150650828657
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,100.0,107,50.0,6143.0,6143.0,833.340000000001,2015.8078909579792
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6134.0,6134.0,842.340000000001,2021.353009804505
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,100.0,7,50.0,6131.0,6131.0,845.340000000001,2000.3682737646604
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,100.0,33,50.0,6140.0,6140.0,836.340000000001,2070.8126913093474
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6145.0,6145.0,831.340000000001,2043.4053435543244
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,100.0,107,50.0,6153.0,6153.0,823.340000000001,1993.4185994433637
2,400.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6343.0,6343.0,633.340000000001,1774.9942388443242
3,0.0,-1.0,-1.0,6976.340000000001,3,100.0,400.0,38,200.0,6317.0,6317.0,659.340000000001,1830.2723960896033
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,400.0,33,50.0,6305.0,6305.0,671.340000000001,1799.8660702493062
5,0.0,-1.0,-1.0,6976.340000000001,5,50.0,400.0,31,200.0,6284.0,6284.0,692.340000000001,1627.8559847305862
6,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,400.0,138,50.0,6284.0,6284.0,692.340000000001,1627.855679557152
2,50.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6112.0,6112.0,864.340000000001,2054.477504680144
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,38,200.0,6166.0,6166.0,810.340000000001,1995.1073071998878
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,9,50.0,6177.0,6177.0,799.340000000001,1939.5704351426211
2,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6173.0,6173.0,803.340000000001,1868.8817486520068
2,400.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6385.0,6385.0,591.340000000001,1850.0855462901602
3,0.0,-1.0,-1.0,6976.340000000001,3,200.0,400.0,38,200.0,6333.0,6333.0,643.340000000001,1870.086189924185
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,400.0,33,50.0,6309.0,6309.0,667.340000000001,1804.900410767338
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6136.0,6136.0,840.340000000001,2063.902136668272
3,0.0,-1.0,-1.0,6976.340000000001,3,200.0,200.0,38,200.0,6165.0,6165.0,811.340000000001,2004.0734371763876
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,33,50.0,6193.0,6193.0,783.340000000001,1958.234299158515
5,0.0,-1.0,-1.0,6976.340000000001,5,50.0,200.0,108,50.0,6203.0,6203.0,773.340000000001,1955.6137798355264
6,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,31,200.0,6233.0,6233.0,743.340000000001,1828.3931936727645
2,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6129.0,6129.0,847.340000000001,2045.4859799527192
2,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6130.0,6130.0,846.340000000001,2060.0727132645784
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6136.0,6136.0,840.340000000001,2057.3110325425396
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,38,200.0,6164.0,6164.0,812.340000000001,2003.397608893356
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,7,50.0,6160.0,6160.0,816.340000000001,1950.5043149190635
2,50.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6214.0,6214.0,762.340000000001,2024.302836033435
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,50.0,119,50.0,6256.0,6256.0,720.340000000001,2087.793943241439
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,100.0,116,100.0,6254.0,6254.0,722.340000000001,2079.3537331447988
5,0.0,-1.0,-1.0,6976.340000000001,5,50.0,200.0,38,200.0,6248.0,6248.0,728.340000000001,1969.7545445094268
6,0.0,-1.0,-1.0,6976.340000000001,6,50.0,200.0,33,50.0,6282.0,6282.0,694.340000000001,1940.3418412364604
7,0.0,-1.0,-1.0,6976.340000000001,7,50.0,200.0,31,200.0,6272.0,6272.0,704.340000000001,1790.5162912359353
8,0.0,-1.0,-1.0,6976.340000000001,8,50.0,200.0,138,50.0,6272.0,6272.0,704.340000000001,1790.2940833205655
9,0.0,-1.0,-1.0,6976.340000000001,9,50.0,200.0,142,50.0,6272.0,6272.0,704.340000000001,1789.803295707267
10,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,139,100.0,6273.0,6273.0,703.340000000001,1793.7262613482014
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6137.0,6137.0,839.340000000001,2064.232223110256
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,100.0,142,50.0,6136.0,6136.0,840.340000000001,2067.049051465835
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,141,200.0,6136.0,6136.0,840.340000000001,2051.809223029463
5,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,137,50.0,6136.0,6136.0,840.340000000001,2057.4516108815465
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6138.0,6138.0,838.340000000001,2064.840757315521
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,38,200.0,6159.0,6159.0,817.340000000001,2001.745712874837
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,33,50.0,6161.0,6161.0,815.340000000001,1940.5985145299358
5,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,31,200.0,6184.0,6184.0,792.340000000001,1847.27186438996
2,50.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6137.0,6137.0,839.340000000001,2064.5856541400794
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,38,200.0,6166.0,6166.0,810.340000000001,2004.045035888592
2,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6188.0,6188.0,788.340000000001,2021.9240962947706
2,50.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6151.0,6151.0,825.340000000001,2081.5582214742367
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,38,200.0,6203.0,6203.0,773.340000000001,2008.4290282690272
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,109,50.0,6184.0,6184.0,792.340000000001,1973.5288654462468
5,0.0,-1.0,-1.0,6976.340000000001,5,50.0,200.0,33,50.0,6196.0,6196.0,780.340000000001,1933.5624415521493
6,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,178,100.0,6234.0,6234.0,742.340000000001,1912.2530245116686
2,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6137.0,6137.0,839.340000000001,2062.675262279843
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6170.0,6170.0,806.340000000001,2066.5121874646215
3,0.0,-1.0,-1.0,6976.340000000001,3,100.0,200.0,38,200.0,6190.0,6190.0,786.340000000001,2002.6882595423488
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,33,50.0,6145.0,6145.0,831.340000000001,1934.417463412953
5,0.0,-1.0,-1.0,6976.340000000001,5,50.0,200.0,31,200.0,6182.0,6182.0,794.340000000001,1829.7273843812231
6,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,138,50.0,6182.0,6182.0,794.340000000001,1829.7742297852187
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6149.0,6149.0,827.340000000001,2066.139390401416
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,38,200.0,6166.0,6166.0,810.340000000001,2004.086922371097
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6194.0,6194.0,782.340000000001,2065.415865969726
3,0.0,-1.0,-1.0,6976.340000000001,3,200.0,200.0,38,200.0,6218.0,6218.0,758.340000000001,2004.0615506124086
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,33,50.0,6208.0,6208.0,768.340000000001,1972.7154713115456
5,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,178,100.0,6243.0,6243.0,733.340000000001,1960.6944613623307
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6171.0,6171.0,805.340000000001,2021.554181637684
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,38,200.0,6209.0,6209.0,767.340000000001,1982.4841777494314
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6165.0,6165.0,811.340000000001,2040.5041140703202
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,100.0,60,50.0,6189.0,6189.0,787.340000000001,2065.651039574893
2,50.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6220.0,6220.0,756.340000000001,2033.3147659861265
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,38,200.0,6220.0,6220.0,756.340000000001,2002.9440152214777
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,7,50.0,6229.0,6229.0,747.340000000001,1950.1319848641767
2,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6183.0,6183.0,793.340000000001,1855.6766588448413
2,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6161.0,6161.0,815.340000000001,2004.0880503479457
2,50.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6152.0,6152.0,824.340000000001,2022.1772061746342
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6136.0,6136.0,840.340000000001,2059.8943076018686
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,38,200.0,6165.0,6165.0,811.340000000001,2004.0922162225265
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,7,50.0,6159.0,6159.0,817.340000000001,1951.2544613958244
2,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6123.0,6123.0,853.340000000001,2081.3004356137853
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6128.0,6128.0,848.340000000001,2079.186889908722
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,100.0,138,50.0,6128.0,6128.0,848.340000000001,2079.164708894838
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,100.0,139,100.0,6128.0,6128.0,848.340000000001,2076.633209918248
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6134.0,6134.0,842.340000000001,2014.1118388861735
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,107,50.0,6119.0,6119.0,857.340000000001,1955.89934530565
2,400.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6195.0,6195.0,781.340000000001,1967.0346182112082
3,0.0,-1.0,-1.0,6976.340000000001,3,200.0,400.0,38,200.0,6229.0,6229.0,747.340000000001,1883.840067932628
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,400.0,33,50.0,6196.0,6196.0,780.340000000001,1906.9838116975754
5,0.0,-1.0,-1.0,6976.340000000001,5,50.0,400.0,41,100.0,6253.0,6253.0,723.340000000001,1905.4870546961947
6,0.0,-1.0,-1.0,6976.340000000001,6,50.0,400.0,138,50.0,6253.0,6253.0,723.340000000001,1905.8471037863794
7,0.0,-1.0,-1.0,6976.340000000001,7,50.0,400.0,142,50.0,6254.0,6254.0,722.340000000001,1907.4128866689375
8,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,400.0,139,100.0,6253.0,6253.0,723.340000000001,1904.7313474599073
2,50.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6180.0,6180.0,796.340000000001,2071.8393856114903
2,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6193.0,6193.0,783.340000000001,1857.1285834348473
2,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6130.0,6130.0,846.340000000001,2060.517392940409
2,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6130.0,6130.0,846.340000000001,2064.821840534792
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6157.0,6157.0,819.340000000001,2052.746627180294
3,0.0,-1.0,-1.0,6976.340000000001,3,100.0,100.0,90,100.0,6160.0,6160.0,816.340000000001,2035.5834588916514
4,0.0,-1.0,-1.0,6976.340000000001,4,100.0,200.0,38,200.0,6159.0,6159.0,817.340000000001,2004.0302958116717
5,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,137,50.0,6159.0,6159.0,817.340000000001,2003.6470758010926
2,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6153.0,6153.0,823.340000000001,2040.753485071403
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6162.0,6162.0,814.340000000001,2066.4953456782505
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,38,200.0,6194.0,6194.0,782.340000000001,2002.652498898306
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,33,50.0,6198.0,6198.0,778.340000000001,1934.7054476036851
5,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,31,200.0,6217.0,6217.0,759.340000000001,1816.1599025257844
2,50.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6226.0,6226.0,750.340000000001,2039.4028294915338
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,38,200.0,6222.0,6222.0,754.340000000001,2003.133021101599
