Total Line Failures,Steady State,Accumulation of Failed Capacities
5,2,6105.0
6,-1,6110.0
5,-1,6147.0
5,2,6133.0
6,-1,6133.0
5,-1,6081.0
5,2,6111.0
6,3,6109.0
7,4,6110.0
8,-1,6116.0
5,-1,6111.0
5,-1,6123.0
5,-1,6151.0
5,2,6133.0
6,3,6126.0
7,4,6129.0
8,5,6124.0
9,6,6143.0
10,7,6183.0
11,8,6183.0
12,9,6183.0
13,-1,6183.0
5,2,6121.0
6,3,6122.0
7,4,6137.0
8,5,6137.0
9,-1,6147.0
5,2,6107.0
6,3,6132.0
7,4,6132.0
8,-1,6135.0
5,-1,6140.0
5,2,6098.0
6,-1,6107.0
5,2,6174.0
6,3,6178.0
7,-1,6178.0
5,2,6104.0
6,3,6116.0
7,4,6115.0
8,-1,6108.0
5,2,6180.0
6,3,6191.0
7,4,6210.0
8,5,6174.0
9,6,6174.0
10,7,6169.0
11,-1,6168.0
5,-1,6142.0
5,2,6082.0
6,3,6071.0
7,4,6070.0
8,5,6063.0
9,6,6092.0
10,7,6090.0
11,-1,6183.0
5,-1,6107.0
5,2,6132.0
6,-1,6136.0
5,2,6141.0
6,3,6130.0
7,-1,6130.0
5,2,6180.0
6,3,6182.0
7,4,6180.0
8,-1,6164.0
5,2,6133.0
6,-1,6126.0
5,2,6183.0
6,3,6171.0
7,4,6167.0
8,5,6167.0
9,6,6177.0
10,-1,6178.0
5,2,6087.0
6,-1,6090.0
5,2,6205.0
6,3,6169.0
7,4,6169.0
8,-1,6169.0
5,-1,6125.0
5,2,6102.0
6,-1,6168.0
5,2,6162.0
6,-1,6169.0
5,-1,6133.0
5,-1,6114.0
5,2,6153.0
6,3,6154.0
7,4,6137.0
8,-1,6126.0
5,2,6149.0
6,3,6148.0
7,4,6151.0
8,-1,6151.0
5,2,6074.0
6,3,6039.0
7,4,6032.0
8,5,6069.0
9,6,6035.0
10,7,6167.0
11,8,6167.0
12,-1,6132.0
5,2,6146.0
6,-1,6141.0
5,-1,6126.0
5,2,6136.0
6,-1,6137.0
5,2,6083.0
6,3,6113.0
7,-1,6108.0
5,2,6082.0
6,3,6097.0
7,4,6107.0
8,5,6174.0
9,6,6190.0
10,7,6087.0
11,8,6088.0
12,9,6099.0
13,10,6059.0
14,11,6081.0
15,12,6078.0
16,13,6075.0
17,14,6077.0
18,15,6089.0
19,16,6150.0
20,17,6149.0
21,-1,6215.0
5,2,6055.0
6,3,6056.0
7,4,6084.0
8,5,6084.0
9,6,6084.0
10,7,6087.0
11,8,6087.0
12,9,6087.0
13,10,6065.0
14,11,6064.0
15,12,6040.0
16,13,6064.0
17,14,6064.0
18,15,6067.0
19,16,6064.0
20,17,5992.0
21,18,6072.0
22,19,6135.0
23,20,6136.0
24,21,6144.0
25,22,6164.0
26,23,6245.0
27,24,6209.0
28,25,6217.0
29,26,6210.0
30,27,6204.0
31,28,6233.0
32,29,6233.0
33,30,6242.0
34,31,6242.0
35,32,6169.0
36,33,6171.0
37,34,6203.0
38,35,6298.0
39,36,6298.0
40,37,6300.0
41,38,6297.0
42,39,6293.0
43,-1,6291.0
5,2,6205.0
6,3,6180.0
7,4,6178.0
8,-1,6179.0
5,2,6137.0
6,-1,6134.0
5,-1,6113.0
5,2,6001.0
6,3,6014.0
7,4,6017.0
8,5,5975.0
9,6,5976.0
10,7,5979.0
11,8,5976.0
12,9,6032.0
13,10,6060.0
14,11,6060.0
15,12,6092.0
16,13,6104.0
17,14,5998.0
18,15,5997.0
19,16,6016.0
20,17,6035.0
21,18,6037.0
22,19,6074.0
23,20,6123.0
24,21,6112.0
25,22,6117.0
26,23,6060.0
27,24,6152.0
28,25,6076.0
29,26,6131.0
30,27,6132.0
31,28,6134.0
32,29,6138.0
33,30,6184.0
34,31,6203.0
35,32,6190.0
36,33,6176.0
37,-1,6175.0
5,-1,6141.0
5,2,6138.0
6,-1,6101.0
5,-1,6117.0
5,-1,6114.0
5,2,6195.0
6,3,6195.0
7,-1,6195.0
5,2,6129.0
6,-1,6116.0
5,2,6091.0
6,3,6104.0
7,4,6108.0
8,-1,6125.0
5,-1,6131.0
5,2,6113.0
6,3,6134.0
7,4,6134.0
8,-1,6121.0
5,2,6111.0
6,3,6111.0
7,4,6120.0
8,-1,6113.0
5,2,6118.0
6,3,6100.0
7,4,6099.0
8,5,6098.0
9,6,6159.0
10,-1,6118.0
5,2,6140.0
6,3,6137.0
7,-1,6137.0
5,-1,6147.0
5,2,6098.0
6,3,6136.0
7,4,6136.0
8,5,6123.0
9,-1,6133.0
5,-1,6162.0
5,-1,6116.0
5,2,6126.0
6,3,6142.0
7,-1,6142.0
5,2,6101.0
6,-1,6112.0
5,2,6121.0
6,-1,6118.0
5,-1,6104.0
5,2,6151.0
6,3,6128.0
7,4,6124.0
8,5,6124.0
9,6,6126.0
10,-1,6118.0
5,-1,6082.0
5,2,6137.0
6,3,6115.0
7,-1,6134.0
5,2,6097.0
6,3,6101.0
7,4,6103.0
8,5,6103.0
9,6,6145.0
10,-1,6118.0
5,2,6114.0
6,-1,6102.0
5,2,6118.0
6,3,6126.0
7,-1,6125.0
5,2,6115.0
6,3,6124.0
7,4,6134.0
8,-1,6123.0
5,2,6105.0
6,3,6111.0
7,4,6109.0
8,5,6121.0
9,-1,6117.0
5,2,6144.0
6,-1,6146.0
5,2,6108.0
6,3,6125.0
7,4,6128.0
8,5,6128.0
9,-1,6128.0
5,2,6125.0
6,3,6125.0
7,4,6103.0
8,-1,6069.0
5,-1,6084.0
5,-1,6140.0
5,2,6088.0
6,3,6096.0
7,4,6085.0
8,-1,6085.0
5,2,6122.0
6,3,6138.0
7,-1,6137.0
5,2,6111.0
6,-1,6132.0
5,2,6117.0
6,3,6062.0
7,4,6079.0
8,-1,6080.0
5,-1,6090.0
5,2,6114.0
6,-1,6110.0
5,-1,6124.0
5,-1,6102.0
5,2,6126.0
6,-1,6127.0
5,-1,6093.0
5,2,6124.0
6,-1,6125.0
5,-1,6145.0
5,2,6107.0
6,3,6112.0
7,4,6115.0
8,-1,6115.0
5,2,6161.0
6,3,6158.0
7,4,6176.0
8,5,6143.0
9,6,6143.0
10,7,6196.0
11,8,6124.0
12,9,6166.0
13,-1,6190.0
5,-1,6114.0
5,2,6104.0
6,-1,6098.0
5,-1,6124.0
5,-1,6110.0
5,-1,6158.0
5,2,6117.0
6,3,6107.0
7,4,6117.0
8,5,6117.0
9,6,6126.0
10,-1,6098.0
5,2,6165.0
6,-1,6161.0
5,2,6111.0
6,3,6103.0
7,4,6103.0
8,-1,6107.0
5,-1,6149.0
5,-1,6120.0
5,2,6129.0
6,3,6134.0
7,4,6136.0
8,5,6122.0
9,6,6119.0
10,-1,6110.0
5,2,6112.0
6,3,6109.0
7,-1,6130.0
5,-1,6100.0
5,2,6108.0
6,-1,6108.0
5,2,6053.0
6,3,6049.0
7,4,6032.0
8,5,6069.0
9,6,6047.0
10,7,6058.0
11,8,6060.0
12,9,6061.0
13,10,6170.0
14,11,6156.0
15,12,6092.0
16,13,6134.0
17,14,6086.0
18,15,6061.0
19,16,6019.0
20,17,6216.0
21,-1,6244.0
5,2,6121.0
6,-1,6130.0
5,-1,6118.0
5,2,6112.0
6,3,6137.0
7,-1,6131.0
5,2,6127.0
6,3,6138.0
7,4,6138.0
8,5,6138.0
9,6,6138.0
10,7,6138.0
11,-1,6124.0
5,2,6125.0
6,3,6160.0
7,-1,6160.0
5,2,6064.0
6,-1,6060.0
5,-1,6105.0
5,2,6178.0
6,-1,6178.0
5,-1,6126.0
5,2,6110.0
6,-1,6128.0
5,2,6109.0
6,3,6101.0
7,-1,6095.0
5,2,6096.0
6,3,6096.0
7,4,6107.0
8,5,6096.0
9,6,6089.0
10,7,6083.0
11,8,6055.0
12,9,6027.0
13,-1,6150.0
5,-1,6101.0
5,-1,6121.0
5,2,6132.0
6,3,6133.0
7,-1,6139.0
5,-1,6069.0
5,2,6097.0
6,3,6131.0
7,-1,6131.0
5,2,6108.0
6,3,6087.0
7,4,6086.0
8,5,6073.0
9,6,6091.0
10,7,6114.0
11,8,6113.0
12,-1,6145.0
5,2,6116.0
6,-1,6110.0
5,-1,6141.0
5,2,6139.0
6,3,6118.0
7,4,6129.0
8,-1,6118.0
5,2,6178.0
6,3,6192.0
7,4,6194.0
8,5,6185.0
9,6,6204.0
10,7,6201.0
11,-1,6210.0
5,2,6104.0
6,3,6110.0
7,4,6137.0
8,5,6136.0
9,6,6125.0
10,7,6156.0
11,8,6156.0
12,9,6156.0
13,10,6151.0
14,11,6140.0
15,12,6153.0
16,13,6153.0
17,-1,6154.0
5,2,6084.0
6,3,6093.0
7,4,6101.0
8,5,6101.0
9,6,6109.0
10,-1,6131.0
5,-1,6113.0
5,-1,6198.0
5,-1,6121.0
5,-1,6158.0
5,2,6121.0
6,-1,6142.0
5,-1,6127.0
5,2,6105.0
6,3,6129.0
7,4,6131.0
8,5,6119.0
9,-1,6119.0
5,-1,6089.0
5,-1,6141.0
5,2,6094.0
6,3,6122.0
7,4,6131.0
8,5,6124.0
9,6,6157.0
10,7,6120.0
11,8,6130.0
12,9,6130.0
13,10,6112.0
14,11,6146.0
15,12,6143.0
16,13,6146.0
17,-1,6161.0
5,-1,6087.0
5,2,6107.0
6,-1,6126.0
5,2,6105.0
6,3,6105.0
7,4,6118.0
8,5,6124.0
9,-1,6108.0
5,2,6109.0
6,3,6126.0
7,-1,6126.0
5,2,6106.0
6,3,6135.0
7,-1,6138.0
5,-1,6153.0
5,2,6074.0
6,3,6071.0
7,4,6082.0
8,5,6069.0
9,6,6077.0
10,7,6061.0
11,8,6055.0
12,9,6060.0
13,10,6054.0
14,11,6068.0
15,12,6068.0
16,13,6157.0
17,14,6219.0
18,15,6219.0
19,16,6102.0
20,17,6098.0
21,18,6108.0
22,19,6122.0
23,20,6130.0
24,21,6118.0
25,22,6134.0
26,23,6190.0
27,24,6190.0
28,-1,6190.0
5,-1,6115.0
5,2,6145.0
6,3,6114.0
7,-1,6125.0
5,2,6073.0
6,3,6048.0
7,4,6032.0
8,5,6032.0
9,6,6042.0
10,7,6032.0
11,8,6063.0
12,9,6049.0
13,10,6041.0
14,11,5900.0
15,12,5984.0
16,13,5986.0
17,14,5973.0
18,15,5966.0
19,16,5962.0
20,17,6075.0
21,18,6077.0
22,19,6095.0
23,20,6134.0
24,21,6136.0
25,22,6136.0
26,23,6185.0
27,-1,6166.0
5,2,6136.0
6,3,6155.0
7,-1,6155.0
5,2,6153.0
6,3,6184.0
7,-1,6171.0
5,2,6139.0
6,3,6138.0
7,-1,6128.0
5,-1,6070.0
5,-1,6158.0
5,-1,6089.0
5,2,6162.0
6,-1,6162.0
5,-1,6131.0
5,-1,6142.0
5,2,6181.0
6,-1,6159.0
5,-1,6115.0
5,2,6138.0
6,-1,6153.0
5,-1,6106.0
5,2,6103.0
6,3,6104.0
7,-1,6107.0
5,2,6114.0
6,3,6124.0
7,4,6123.0
8,-1,6130.0
5,2,6111.0
6,-1,6100.0
5,2,6129.0
6,3,6132.0
7,-1,6128.0
5,2,6101.0
6,-1,6101.0
5,2,6097.0
6,3,6100.0
7,-1,6109.0
5,-1,6171.0
5,-1,6122.0
5,2,6116.0
6,3,6116.0
7,-1,6118.0
5,-1,6118.0
5,-1,6132.0
5,2,6082.0
6,3,6081.0
7,4,6066.0
8,5,6069.0
9,6,6122.0
10,7,6080.0
11,8,6098.0
12,9,6127.0
13,10,6076.0
14,11,6117.0
15,12,6078.0
16,13,6089.0
17,14,6128.0
18,15,6113.0
19,16,6140.0
20,17,6142.0
21,18,6139.0
22,19,6138.0
23,20,6138.0
24,21,6124.0
25,22,6138.0
26,23,6137.0
27,-1,6137.0
5,-1,6089.0
5,2,6086.0
6,-1,6086.0
5,-1,6182.0
5,2,6081.0
6,3,6081.0
7,-1,6071.0
5,2,6080.0
6,3,6103.0
7,4,6103.0
8,5,6076.0
9,6,6073.0
10,7,6099.0
11,8,6075.0
12,9,6008.0
13,10,6036.0
14,11,6039.0
15,12,6086.0
16,13,6098.0
17,14,6069.0
18,15,6080.0
19,16,6085.0
20,17,6155.0
21,18,6125.0
22,19,6107.0
23,20,6127.0
24,21,6128.0
25,22,6127.0
26,23,6127.0
27,24,6129.0
28,25,6133.0
29,26,6128.0
30,27,6125.0
31,28,6210.0
32,29,6210.0
33,30,6210.0
34,-1,6210.0
5,-1,6076.0
5,2,6176.0
6,3,6171.0
7,4,6167.0
8,-1,6167.0
5,-1,6194.0
5,2,6167.0
6,3,6167.0
7,4,6188.0
8,-1,6155.0
5,2,6101.0
6,-1,6101.0
5,-1,6129.0
5,2,6071.0
6,3,6068.0
7,4,6097.0
8,5,6089.0
9,6,6089.0
10,7,6131.0
11,8,6131.0
12,9,6122.0
13,10,6195.0
14,11,6195.0
15,12,6091.0
16,13,6139.0
17,14,6131.0
18,15,6031.0
19,16,6043.0
20,17,6051.0
21,18,6120.0
22,19,6131.0
23,20,6131.0
24,21,6131.0
25,22,6121.0
26,23,6113.0
27,24,6122.0
28,-1,6127.0
5,-1,6153.0
5,2,6187.0
6,-1,6187.0
5,2,6128.0
6,3,6127.0
7,4,6126.0
8,5,6126.0
9,-1,6149.0
5,2,6121.0
6,-1,6174.0
5,-1,6138.0
5,2,6178.0
6,-1,6178.0
5,-1,6171.0
5,2,6120.0
6,3,6111.0
7,4,6111.0
8,-1,6113.0
5,-1,6111.0
5,2,6136.0
6,3,6103.0
7,4,6097.0
8,5,6096.0
9,-1,6102.0
5,2,6093.0
6,-1,6084.0
5,2,6135.0
6,3,6145.0
7,-1,6186.0
5,2,6075.0
6,3,6080.0
7,4,6060.0
8,5,6060.0
9,6,6060.0
10,7,6060.0
11,8,6060.0
12,9,6060.0
13,10,6060.0
14,11,6043.0
15,12,6029.0
16,13,6031.0
17,14,6032.0
18,15,6029.0
19,16,6060.0
20,17,6060.0
21,18,6099.0
22,19,6033.0
23,20,6098.0
24,21,6081.0
25,22,6100.0
26,-1,6140.0
5,-1,6177.0
5,-1,6117.0
5,2,6123.0
6,3,6127.0
7,4,6127.0
8,5,6127.0
9,-1,6135.0
5,-1,6185.0
5,-1,6152.0
5,2,6134.0
6,-1,6133.0
5,-1,6141.0
5,2,6143.0
6,3,6134.0
7,4,6135.0
8,5,6133.0
9,6,6127.0
10,7,6152.0
11,8,6144.0
12,9,6140.0
13,10,6165.0
14,11,6166.0
15,12,6167.0
16,13,6134.0
17,-1,6157.0
5,-1,6095.0
5,-1,6108.0
5,2,6088.0
6,-1,6100.0
5,2,6135.0
6,-1,6147.0
5,-1,6112.0
5,-1,6196.0
5,-1,6163.0
5,2,6134.0
6,3,6134.0
7,4,6132.0
8,-1,6123.0
5,-1,6158.0
5,2,6131.0
6,3,6137.0
7,4,6137.0
8,-1,6143.0
5,2,6111.0
6,3,6138.0
7,-1,6136.0
5,2,6114.0
6,3,6122.0
7,4,6155.0
8,5,6087.0
9,6,6087.0
10,7,6100.0
11,8,6075.0
12,9,6076.0
13,10,6082.0
14,11,6092.0
15,12,6092.0
16,13,6092.0
17,14,6080.0
18,15,6080.0
19,16,6173.0
20,17,6128.0
21,18,6081.0
22,19,6109.0
23,20,6174.0
24,21,6142.0
25,22,6153.0
26,23,6146.0
27,24,6169.0
28,25,6172.0
29,26,6172.0
30,27,6172.0
31,28,6112.0
32,29,6150.0
33,30,6190.0
34,31,6118.0
35,32,6157.0
36,33,6215.0
37,34,6192.0
38,35,6194.0
39,36,6100.0
40,37,6501.0
41,-1,6537.0
5,2,6154.0
6,-1,6155.0
5,2,6108.0
6,-1,6109.0
5,2,6109.0
6,3,6127.0
7,-1,6129.0
5,2,6099.0
6,-1,6102.0
5,2,6127.0
6,-1,6127.0
5,2,6101.0
6,3,6129.0
7,4,6127.0
8,-1,6127.0
5,2,6144.0
6,3,6137.0
7,4,6137.0
8,5,6137.0
9,-1,6137.0
5,2,6100.0
6,3,6116.0
7,4,6120.0
8,5,6113.0
9,6,6112.0
10,7,6116.0
11,-1,6135.0
5,2,6144.0
6,-1,6125.0
5,2,6074.0
6,3,6074.0
7,-1,6073.0
5,-1,6142.0
5,-1,6125.0
5,2,6138.0
6,-1,6155.0
5,2,6099.0
6,-1,6108.0
5,-1,6096.0
5,-1,6139.0
5,-1,6122.0
5,2,6108.0
6,3,6108.0
7,4,6088.0
8,5,6114.0
9,-1,6109.0
5,-1,6119.0
5,2,6182.0
6,3,6149.0
7,4,6157.0
8,5,6157.0
9,-1,6155.0
5,2,6094.0
6,3,6103.0
7,4,6094.0
8,5,6090.0
9,6,6078.0
10,-1,6062.0
5,2,6090.0
6,3,6081.0
7,4,6103.0
8,-1,6106.0
5,-1,6175.0
5,-1,6112.0
5,-1,6160.0
5,2,6096.0
6,3,6096.0
7,-1,6096.0
5,-1,6107.0
5,2,6152.0
6,3,6119.0
7,-1,6118.0
5,2,6110.0
6,-1,6129.0
5,-1,6123.0
5,2,6135.0
6,-1,6142.0
5,2,6110.0
6,3,6121.0
7,-1,6133.0
5,2,6124.0
6,3,6119.0
7,4,6119.0
8,-1,6103.0
5,2,6127.0
6,3,6169.0
7,-1,6169.0
5,2,6129.0
6,-1,6134.0
5,2,6141.0
6,3,6134.0
7,4,6135.0
8,5,6132.0
9,6,6132.0
10,7,6128.0
11,8,6112.0
12,9,6112.0
13,10,6083.0
14,11,6072.0
15,12,6090.0
16,13,6091.0
17,14,6091.0
18,15,6091.0
19,16,6094.0
20,17,6094.0
21,18,6104.0
22,19,6086.0
23,20,6190.0
24,21,6219.0
25,22,6186.0
26,23,6186.0
27,24,6186.0
28,25,6168.0
29,26,6169.0
30,27,6169.0
31,28,6185.0
32,29,6185.0
33,30,6154.0
34,31,6172.0
35,32,6163.0
36,33,6197.0
37,34,6181.0
38,35,6200.0
39,36,6658.0
40,37,6652.0
41,38,6675.0
42,-1,6674.0
5,2,6092.0
6,-1,6084.0
5,2,6145.0
6,3,6123.0
7,4,6195.0
8,5,6158.0
9,-1,6196.0
5,2,6086.0
6,3,6069.0
7,4,6065.0
8,5,6060.0
9,6,6055.0
10,7,6066.0
11,8,5966.0
12,9,6051.0
13,10,6099.0
14,11,6146.0
15,12,6150.0
16,13,6087.0
17,14,6065.0
18,15,6136.0
19,16,6149.0
20,17,6146.0
21,18,6147.0
22,19,6147.0
23,20,6145.0
24,21,6146.0
25,22,6148.0
26,23,6147.0
27,24,6147.0
28,25,6147.0
29,26,6204.0
30,27,6204.0
31,28,6204.0
32,29,6204.0
33,30,6204.0
34,31,6204.0
35,32,6204.0
36,33,6192.0
37,34,6185.0
38,35,6861.0
39,36,6861.0
40,37,6861.0
41,-1,6861.0
5,-1,6128.0
5,2,6119.0
6,3,6141.0
7,-1,6134.0
5,2,6106.0
6,-1,6127.0
5,2,6183.0
6,-1,6183.0
5,2,6102.0
6,3,6103.0
7,4,6093.0
8,-1,6093.0
5,2,6153.0
6,3,6151.0
7,4,6160.0
8,5,6160.0
9,6,6161.0
10,-1,6170.0
5,2,6132.0
6,3,6120.0
7,-1,6118.0
5,-1,6101.0
5,2,6145.0
6,3,6126.0
7,4,6101.0
8,5,6123.0
9,-1,6118.0
5,-1,6126.0
5,-1,6107.0
5,-1,6134.0
5,-1,6086.0
5,2,6121.0
6,3,6118.0
7,4,6125.0
8,-1,6148.0
5,-1,6096.0
5,2,6128.0
6,3,6142.0
7,-1,6164.0
5,2,6097.0
6,3,6134.0
7,4,6134.0
8,5,6134.0
9,6,6112.0
10,-1,6131.0
5,-1,6104.0
5,-1,6107.0
5,2,6098.0
6,3,6098.0
7,-1,6118.0
5,2,6117.0
6,3,6126.0
7,4,6100.0
8,-1,6134.0
5,-1,6123.0
5,-1,6131.0
5,2,6110.0
6,3,6126.0
7,4,6123.0
8,-1,6123.0
5,2,6126.0
6,3,6131.0
7,4,6131.0
8,-1,6105.0
5,-1,6131.0
5,2,6104.0
6,3,6128.0
7,4,6131.0
8,5,6128.0
9,6,6128.0
10,-1,6166.0
5,-1,6113.0
5,2,6129.0
6,3,6112.0
7,-1,6107.0
5,2,6140.0
6,-1,6139.0
5,-1,6107.0
5,2,6131.0
6,3,6152.0
7,4,6130.0
8,5,6140.0
9,6,6110.0
10,7,6111.0
11,8,6115.0
12,9,6145.0
13,10,6124.0
14,11,6187.0
15,12,6169.0
16,13,6169.0
17,14,6161.0
18,15,6184.0
19,16,6146.0
20,17,6146.0
21,18,6141.0
22,19,6138.0
23,20,6160.0
24,21,6181.0
25,22,6182.0
26,23,6182.0
27,24,6165.0
28,25,6199.0
29,26,6189.0
30,27,6186.0
31,28,6209.0
32,29,6209.0
33,30,6189.0
34,31,6209.0
35,32,6133.0
36,33,6159.0
37,34,6173.0
38,35,6425.0
39,36,6425.0
40,37,6428.0
41,38,6429.0
42,39,6424.0
43,40,6423.0
44,41,6429.0
45,42,6420.0
46,43,6460.0
47,44,6464.0
48,-1,6465.0
5,2,6116.0
6,3,6126.0
7,4,6126.0
8,5,6129.0
9,6,6116.0
10,7,6111.0
11,8,6108.0
12,9,6116.0
13,-1,6116.0
5,2,6110.0
6,-1,6109.0
5,2,6096.0
6,-1,6096.0
5,-1,6132.0
5,2,6122.0
6,3,6142.0
7,-1,6165.0
5,-1,6116.0
5,-1,6120.0
5,2,6180.0
6,3,6147.0
7,4,6138.0
8,5,6188.0
9,-1,6146.0
5,2,6125.0
6,3,6129.0
7,4,6127.0
8,-1,6126.0
5,2,6096.0
6,3,6098.0
7,-1,6105.0
5,-1,6112.0
5,2,6118.0
6,3,6114.0
7,-1,6113.0
5,2,6159.0
6,3,6148.0
7,4,6148.0
8,5,6138.0
9,6,6136.0
10,-1,6133.0
5,-1,6107.0
5,2,6163.0
6,3,6167.0
7,4,6167.0
8,5,6156.0
9,-1,6136.0
5,-1,6095.0
5,2,6194.0
6,3,6190.0
7,4,6194.0
8,5,6194.0
9,-1,6194.0
5,-1,6111.0
5,2,6112.0
6,3,6130.0
7,4,6130.0
8,5,6113.0
9,-1,6123.0
5,-1,6142.0
5,-1,6095.0
5,-1,6140.0
5,-1,6093.0
5,2,6131.0
6,3,6129.0
7,4,6118.0
8,5,6117.0
9,6,6110.0
10,7,6118.0
11,-1,6088.0
5,2,6127.0
6,3,6113.0
7,4,6113.0
8,5,6089.0
9,6,6089.0
10,7,6089.0
11,8,6089.0
12,9,6090.0
13,-1,6089.0
5,-1,6178.0
5,2,6080.0
6,-1,6101.0
5,-1,6120.0
5,-1,6118.0
5,2,6110.0
6,3,6127.0
7,4,6127.0
8,5,6127.0
9,6,6130.0
10,7,6141.0
11,8,6136.0
12,-1,6118.0
5,2,6110.0
6,3,6101.0
7,4,6101.0
8,5,6102.0
9,-1,6111.0
5,-1,6125.0
5,2,6091.0
6,3,6092.0
7,-1,6075.0
5,-1,6112.0
5,2,6159.0
6,3,6159.0
7,4,6160.0
8,5,6165.0
9,6,6163.0
10,7,6150.0
11,-1,6150.0
5,2,6108.0
6,-1,6132.0
5,-1,6100.0
5,-1,6087.0
5,-1,6159.0
5,2,6139.0
6,3,6132.0
7,-1,6132.0
5,2,6104.0
6,-1,6107.0
5,-1,6120.0
5,2,6124.0
6,3,6121.0
7,4,6121.0
8,5,6140.0
9,-1,6137.0
5,2,6053.0
6,3,6049.0
7,4,6032.0
8,5,6032.0
9,6,6032.0
10,7,6076.0
11,8,6060.0
12,9,6060.0
13,10,6060.0
14,11,6060.0
15,12,6078.0
16,13,6071.0
17,14,6054.0
18,15,6054.0
19,16,6055.0
20,17,6060.0
21,18,6099.0
22,19,6141.0
23,20,6139.0
24,21,6132.0
25,22,6206.0
26,23,6201.0
27,24,6201.0
28,25,6206.0
29,26,6210.0
30,27,6204.0
31,28,6150.0
32,29,6150.0
33,-1,6552.0
5,-1,6128.0
5,2,6160.0
6,3,6158.0
7,-1,6158.0
5,2,6115.0
6,3,6126.0
7,4,6126.0
8,5,6129.0
9,6,6125.0
10,7,6125.0
11,-1,6099.0
5,2,6107.0
6,-1,6109.0
5,2,6102.0
6,3,6122.0
7,4,6126.0
8,5,6126.0
9,6,6128.0
10,7,6084.0
11,8,6101.0
12,9,6101.0
13,10,6183.0
14,11,6146.0
15,12,6114.0
16,13,6114.0
17,-1,6112.0
5,2,6073.0
6,-1,6073.0
5,2,6115.0
6,3,6117.0
7,4,6134.0
8,5,6134.0
9,-1,6117.0
5,-1,6115.0
5,2,6096.0
6,3,6095.0
7,-1,6095.0
5,-1,6096.0
5,-1,6121.0
5,2,6129.0
6,-1,6128.0
5,2,6085.0
6,3,6064.0
7,4,6064.0
8,5,6087.0
9,6,6054.0
10,7,6071.0
11,8,6105.0
12,9,6030.0
13,10,6077.0
14,11,6076.0
15,12,6081.0
16,13,6062.0
17,14,6061.0
18,15,6133.0
19,16,6156.0
20,17,6173.0
21,18,6105.0
22,19,6106.0
23,20,6104.0
24,21,6098.0
25,22,6105.0
26,23,6171.0
27,24,6133.0
28,25,6145.0
29,26,6126.0
30,27,6128.0
31,28,6128.0
32,29,6128.0
33,30,6128.0
34,31,6130.0
35,32,6129.0
36,33,6130.0
37,34,6129.0
38,35,6129.0
39,36,6183.0
40,37,6185.0
41,-1,6215.0
5,2,6141.0
6,3,6120.0
7,-1,6121.0
5,-1,6125.0
5,2,6114.0
6,-1,6113.0
5,-1,6115.0
5,2,6097.0
6,3,6100.0
7,4,6089.0
8,-1,6090.0
5,-1,6175.0
5,2,6105.0
6,-1,6112.0
5,2,6151.0
6,3,6168.0
7,4,6159.0
8,-1,6168.0
5,2,6043.0
6,3,6049.0
7,4,6049.0
8,5,6041.0
9,6,6076.0
10,7,6031.0
11,8,6041.0
12,9,5900.0
13,10,5960.0
14,11,5963.0
15,12,5960.0
16,13,5957.0
17,14,5967.0
18,15,5962.0
19,16,5961.0
20,17,5961.0
21,18,5981.0
22,19,5986.0
23,20,5986.0
24,21,5960.0
25,22,5960.0
26,23,6014.0
27,24,6047.0
28,25,6081.0
29,26,6100.0
30,27,6103.0
31,28,6108.0
32,-1,6174.0
5,2,6122.0
6,-1,6121.0
5,2,6148.0
6,-1,6148.0
5,2,6144.0
6,-1,6161.0
5,2,6159.0
6,3,6153.0
7,4,6153.0
8,5,6156.0
9,6,6148.0
10,7,6164.0
11,8,6164.0
12,9,6163.0
13,10,6219.0
14,11,6154.0
15,-1,6154.0
5,2,6134.0
6,3,6107.0
7,4,6175.0
8,5,6133.0
9,6,6114.0
10,-1,6115.0
5,2,6106.0
6,-1,6123.0
5,2,6091.0
6,-1,6101.0
5,-1,6116.0
5,2,6156.0
6,3,6150.0
7,4,6150.0
8,-1,6145.0
5,2,6159.0
6,-1,6106.0
5,-1,6108.0
5,-1,6132.0
5,2,6111.0
6,3,6113.0
7,-1,6127.0
5,-1,6106.0
5,2,6113.0
6,3,6203.0
7,4,6210.0
8,5,6219.0
9,6,6219.0
10,7,6219.0
11,8,6219.0
12,-1,6219.0
5,2,6090.0
6,3,6082.0
7,4,6094.0
8,5,6069.0
9,6,6061.0
10,7,6078.0
11,8,6071.0
12,9,6071.0
13,10,6082.0
14,11,6169.0
15,12,6219.0
16,13,6134.0
17,14,6146.0
18,15,6080.0
19,16,6080.0
20,17,6081.0
21,18,6080.0
22,19,6080.0
23,20,6118.0
24,21,6118.0
25,-1,6183.0
5,2,6140.0
6,3,6140.0
7,4,6140.0
8,5,6139.0
9,6,6140.0
10,7,6166.0
11,8,6169.0
12,-1,6169.0
5,2,6130.0
6,3,6123.0
7,-1,6121.0
5,2,6151.0
6,3,6143.0
7,-1,6147.0
5,2,6103.0
6,3,6096.0
7,4,6059.0
8,5,6074.0
9,6,6075.0
10,7,6067.0
11,8,6065.0
12,9,6065.0
13,10,6064.0
14,11,6064.0
15,12,6055.0
16,13,6043.0
17,14,6047.0
18,15,6046.0
19,16,6075.0
20,17,6075.0
