Total Line Failures,Steady State,Accumulation of Failed Capacities
5,-1,6101.0
5,-1,6108.0
5,-1,6082.0
5,2,6091.0
6,3,6107.0
7,-1,6104.0
5,2,6160.0
6,3,6158.0
7,4,6174.0
8,-1,6174.0
5,2,6137.0
6,3,6171.0
7,4,6171.0
8,5,6184.0
9,6,6184.0
10,-1,6181.0
5,2,6117.0
6,-1,6134.0
5,-1,6129.0
5,-1,6125.0
5,2,6127.0
6,3,6128.0
7,-1,6127.0
5,-1,6146.0
5,2,6138.0
6,3,6120.0
7,-1,6121.0
5,2,6101.0
6,3,6109.0
7,-1,6115.0
5,2,6123.0
6,3,6112.0
7,4,6100.0
8,-1,6097.0
5,-1,6135.0
5,-1,6153.0
5,2,6095.0
6,-1,6096.0
5,2,6106.0
6,3,6126.0
7,4,6125.0
8,5,6127.0
9,6,6148.0
10,7,6122.0
11,8,6122.0
12,9,6123.0
13,10,6145.0
14,11,6129.0
15,12,6129.0
16,13,6129.0
17,-1,6140.0
5,2,6133.0
6,-1,6123.0
5,-1,6156.0
5,-1,6119.0
5,-1,6122.0
5,2,6115.0
6,-1,6115.0
5,2,6120.0
6,3,6128.0
7,4,6127.0
8,5,6125.0
9,6,6129.0
10,-1,6142.0
5,-1,6134.0
5,-1,6094.0
5,2,6108.0
6,3,6107.0
7,4,6118.0
8,-1,6116.0
5,-1,6124.0
5,2,6167.0
6,-1,6158.0
5,-1,6133.0
5,2,6086.0
6,-1,6080.0
5,2,6115.0
6,3,6143.0
7,4,6124.0
8,5,6124.0
9,6,6127.0
10,7,6131.0
11,8,6120.0
12,9,6121.0
13,10,6190.0
14,11,6142.0
15,-1,6141.0
5,-1,6109.0
5,-1,6167.0
5,-1,6128.0
5,-1,6150.0
5,2,6111.0
6,-1,6124.0
5,-1,6133.0
5,2,6096.0
6,3,6103.0
7,4,6084.0
8,5,6091.0
9,6,6157.0
10,7,6210.0
11,8,6113.0
12,9,6081.0
13,10,6081.0
14,11,6101.0
15,12,6055.0
16,13,6071.0
17,14,6075.0
18,15,6139.0
19,16,6115.0
20,17,6139.0
21,18,6139.0
22,19,6149.0
23,20,6149.0
24,21,6141.0
25,22,6190.0
26,-1,6190.0
5,-1,6163.0
5,2,6173.0
6,3,6174.0
7,4,6170.0
8,5,6170.0
9,-1,6157.0
5,-1,6099.0
5,2,6178.0
6,-1,6175.0
5,-1,6144.0
5,2,6110.0
6,-1,6125.0
5,2,6114.0
6,3,6118.0
7,-1,6118.0
5,2,6129.0
6,3,6124.0
7,-1,6124.0
5,-1,6131.0
5,2,6096.0
6,3,6117.0
7,-1,6115.0
5,2,6052.0
6,3,6031.0
7,4,6030.0
8,5,6103.0
9,6,6116.0
10,7,6069.0
11,8,6069.0
12,9,6032.0
13,10,6170.0
14,11,6184.0
15,12,6190.0
16,13,6192.0
17,14,6204.0
18,15,6204.0
19,16,6175.0
20,17,6197.0
21,18,6147.0
22,-1,6184.0
5,2,6080.0
6,3,6084.0
7,4,6086.0
8,5,6079.0
9,6,6083.0
10,-1,6081.0
5,2,6150.0
6,3,6160.0
7,-1,6157.0
5,2,6111.0
6,3,6119.0
7,4,6131.0
8,5,6143.0
9,6,6129.0
10,7,6126.0
11,-1,6123.0
5,-1,6147.0
5,2,6142.0
6,-1,6135.0
5,2,6110.0
6,3,6096.0
7,-1,6116.0
5,2,6094.0
6,3,6094.0
7,4,6096.0
8,5,6090.0
9,6,6064.0
10,7,6004.0
11,-1,6157.0
5,-1,6098.0
5,-1,6128.0
5,2,6108.0
6,3,6132.0
7,-1,6132.0
5,2,6128.0
6,3,6120.0
7,4,6154.0
8,5,6117.0
9,6,6123.0
10,7,6108.0
11,8,6108.0
12,9,6132.0
13,10,6128.0
14,11,6128.0
15,12,6137.0
16,13,6152.0
17,14,6159.0
18,15,6135.0
19,16,6146.0
20,17,6146.0
21,18,6145.0
22,19,6146.0
23,-1,6145.0
5,-1,6117.0
5,2,6118.0
6,-1,6122.0
5,-1,6084.0
5,-1,6157.0
5,-1,6156.0
5,2,6109.0
6,3,6100.0
7,4,6111.0
8,-1,6110.0
5,-1,6123.0
5,2,6074.0
6,3,6049.0
7,4,6049.0
8,5,6012.0
9,6,6012.0
10,7,6012.0
11,8,5982.0
12,9,5986.0
13,10,5957.0
14,11,6068.0
15,12,6000.0
16,13,6009.0
17,14,6152.0
18,15,6118.0
19,16,6113.0
20,17,6112.0
21,18,6183.0
22,19,6129.0
23,20,6072.0
24,21,6088.0
25,22,6109.0
26,23,6110.0
27,24,6192.0
28,-1,6192.0
5,2,6123.0
6,3,6110.0
7,-1,6118.0
5,-1,6084.0
5,2,6121.0
6,-1,6137.0
5,2,6107.0
6,3,6116.0
7,4,6114.0
8,5,6115.0
9,6,6124.0
10,7,6127.0
11,8,6142.0
12,9,6131.0
13,10,6102.0
14,11,6163.0
15,12,6095.0
16,13,6095.0
17,14,6142.0
18,15,6109.0
19,16,6132.0
20,17,6132.0
21,18,6102.0
22,19,6102.0
23,20,6102.0
24,21,6092.0
25,22,6140.0
26,23,6100.0
27,24,6150.0
28,25,6113.0
29,26,6113.0
30,27,6094.0
31,28,6114.0
32,29,6110.0
33,30,6121.0
34,31,6262.0
35,-1,6246.0
5,-1,6095.0
5,-1,6096.0
5,2,6166.0
6,3,6166.0
7,4,6156.0
8,-1,6158.0
5,2,6156.0
6,3,6156.0
7,-1,6175.0
5,-1,6132.0
5,2,6094.0
6,-1,6089.0
5,2,6129.0
6,3,6118.0
7,4,6123.0
8,-1,6123.0
5,2,6099.0
6,3,6093.0
7,4,6093.0
8,5,6093.0
9,6,6093.0
10,7,6093.0
11,8,6093.0
12,9,6093.0
13,10,6125.0
14,11,6132.0
15,12,6131.0
16,13,6174.0
17,14,6105.0
18,15,6105.0
19,16,6139.0
20,17,6018.0
21,18,6021.0
22,19,6105.0
23,20,6105.0
24,21,6105.0
25,22,6105.0
26,23,6105.0
27,24,6120.0
28,25,6124.0
29,26,6133.0
30,27,6139.0
31,28,6139.0
32,29,6140.0
33,30,6141.0
34,31,6139.0
35,32,6122.0
36,33,6287.0
37,34,6245.0
38,35,6269.0
39,36,6262.0
40,37,6289.0
41,38,6290.0
42,39,6269.0
43,-1,6643.0
5,-1,6123.0
5,-1,6090.0
5,2,6172.0
6,3,6150.0
7,-1,6149.0
5,-1,6122.0
5,2,6089.0
6,3,6091.0
7,4,6091.0
8,5,6108.0
9,6,6099.0
10,7,6098.0
11,-1,6098.0
5,2,6126.0
6,-1,6125.0
5,2,6154.0
6,3,6156.0
7,-1,6162.0
5,-1,6107.0
5,-1,6122.0
5,2,6147.0
6,3,6166.0
7,4,6158.0
8,5,6155.0
9,-1,6155.0
5,2,6088.0
6,-1,6085.0
5,2,6140.0
6,3,6123.0
7,4,6123.0
8,5,6126.0
9,-1,6148.0
5,-1,6089.0
5,2,6132.0
6,3,6156.0
7,-1,6169.0
5,2,6162.0
6,3,6099.0
7,4,6095.0
8,5,6082.0
9,6,6174.0
10,7,6100.0
11,8,6117.0
12,9,6111.0
13,10,6045.0
14,11,6053.0
15,12,6085.0
16,13,6113.0
17,14,6116.0
18,15,6116.0
19,16,6112.0
20,17,6115.0
21,18,6118.0
22,19,6138.0
23,20,6118.0
24,21,6101.0
25,22,6099.0
26,23,6109.0
27,24,6103.0
28,25,6125.0
29,26,6178.0
30,-1,6178.0
5,-1,6182.0
5,2,6119.0
6,-1,6121.0
5,-1,6136.0
5,-1,6101.0
5,2,6092.0
6,3,6121.0
7,4,6097.0
8,-1,6097.0
5,-1,6165.0
5,2,6108.0
6,3,6114.0
7,-1,6110.0
5,-1,6150.0
5,-1,6127.0
5,2,6085.0
6,3,6112.0
7,4,6101.0
8,5,6081.0
9,6,6078.0
10,7,6094.0
11,8,6075.0
12,9,6072.0
13,10,6118.0
14,11,6167.0
15,12,6219.0
16,13,6219.0
17,14,6219.0
18,15,6219.0
19,-1,6114.0
5,-1,6120.0
5,2,6097.0
6,3,6097.0
7,-1,6092.0
5,-1,6147.0
5,2,6189.0
6,3,6186.0
7,4,6158.0
8,5,6158.0
9,6,6151.0
10,7,6151.0
11,8,6138.0
12,9,6133.0
13,-1,6152.0
5,-1,6110.0
5,2,6101.0
6,3,6097.0
7,4,6097.0
8,-1,6095.0
5,-1,6129.0
5,-1,6115.0
5,-1,6111.0
5,2,6102.0
6,3,6117.0
7,4,6118.0
8,-1,6115.0
5,2,6177.0
6,-1,6173.0
5,2,6084.0
6,3,6084.0
7,-1,6095.0
5,-1,6132.0
5,2,6110.0
6,3,6104.0
7,4,6130.0
8,5,6127.0
9,-1,6127.0
5,2,6111.0
6,3,6108.0
7,-1,6124.0
5,2,6144.0
6,-1,6144.0
5,-1,6108.0
5,2,6128.0
6,3,6119.0
7,4,6118.0
8,5,6128.0
9,-1,6116.0
5,2,6108.0
6,3,6130.0
7,-1,6130.0
5,-1,6094.0
5,2,6118.0
6,-1,6118.0
5,2,6104.0
6,3,6117.0
7,4,6124.0
8,-1,6124.0
5,2,6133.0
6,3,6127.0
7,4,6134.0
8,5,6130.0
9,-1,6143.0
5,2,6089.0
6,3,6105.0
7,4,6104.0
8,-1,6099.0
5,-1,6153.0
5,-1,6169.0
5,2,6132.0
6,-1,6153.0
5,2,6136.0
6,3,6136.0
7,4,6136.0
8,5,6157.0
9,6,6153.0
10,7,6150.0
11,8,6154.0
12,9,6120.0
13,10,6120.0
14,-1,6217.0
5,-1,6127.0
5,-1,6098.0
5,2,6114.0
6,-1,6113.0
5,2,6096.0
6,-1,6096.0
5,2,6105.0
6,3,6105.0
7,-1,6114.0
5,2,6130.0
6,3,6118.0
7,4,6124.0
8,5,6124.0
9,6,6122.0
10,7,6100.0
11,8,6113.0
12,9,6113.0
13,10,6108.0
14,11,6108.0
15,-1,6124.0
5,2,6094.0
6,-1,6093.0
5,-1,6106.0
5,2,6099.0
6,3,6108.0
7,4,6120.0
8,5,6196.0
9,-1,6196.0
5,2,6132.0
6,3,6144.0
7,4,6144.0
8,5,6159.0
9,6,6150.0
10,7,6150.0
11,8,6150.0
12,9,6150.0
13,-1,6118.0
5,2,6109.0
6,-1,6129.0
5,-1,6121.0
5,-1,6116.0
5,-1,6120.0
5,-1,6114.0
5,2,6147.0
6,3,6140.0
7,4,6140.0
8,5,6160.0
9,-1,6163.0
5,-1,6096.0
5,-1,6176.0
5,2,6124.0
6,3,6009.0
7,4,6032.0
8,5,6060.0
9,6,6157.0
10,7,6060.0
11,8,6053.0
12,9,6117.0
13,10,6094.0
14,11,6113.0
15,12,6113.0
16,-1,6117.0
5,2,6184.0
6,3,6199.0
7,-1,6199.0
5,2,6182.0
6,-1,6178.0
5,-1,6132.0
5,2,6144.0
6,-1,6144.0
5,2,6141.0
6,-1,6122.0
5,-1,6145.0
5,2,6157.0
6,3,6157.0
7,-1,6135.0
5,2,6103.0
6,-1,6112.0
5,2,6069.0
6,3,6049.0
7,4,6035.0
8,5,6034.0
9,6,6044.0
10,7,6060.0
11,8,6047.0
12,9,5910.0
13,10,5986.0
14,11,5969.0
15,12,5984.0
16,13,5991.0
17,14,5986.0
18,15,5985.0
19,16,5985.0
20,17,5985.0
21,18,5977.0
22,19,5977.0
23,20,6002.0
24,21,6093.0
25,22,6073.0
26,23,6099.0
27,-1,6137.0
5,-1,6124.0
5,2,6116.0
6,-1,6116.0
5,2,6120.0
6,-1,6121.0
5,-1,6115.0
5,2,6112.0
6,3,6129.0
7,4,6116.0
8,-1,6108.0
5,2,6176.0
6,-1,6148.0
5,2,6133.0
6,3,6144.0
7,4,6158.0
8,5,6150.0
9,6,6123.0
10,7,6118.0
11,8,6121.0
12,9,6086.0
13,10,5951.0
14,11,5951.0
15,12,5921.0
16,13,6019.0
17,14,6178.0
18,-1,6178.0
5,-1,6110.0
5,-1,6139.0
5,2,6096.0
6,-1,6096.0
5,2,6153.0
6,3,6155.0
7,-1,6138.0
5,2,6096.0
6,-1,6096.0
5,-1,6160.0
5,2,6123.0
6,3,6126.0
7,4,6126.0
8,-1,6122.0
5,2,6124.0
6,3,6121.0
7,-1,6118.0
5,-1,6120.0
5,-1,6080.0
5,2,6074.0
6,3,6077.0
7,4,6098.0
8,5,6084.0
9,6,6174.0
10,7,6060.0
11,8,6130.0
12,9,6079.0
13,10,6070.0
14,11,6083.0
15,12,6083.0
16,13,6085.0
17,14,6084.0
18,15,6083.0
19,16,6084.0
20,17,6084.0
21,18,6148.0
22,19,6148.0
23,20,6148.0
24,21,6145.0
25,-1,6196.0
5,-1,6097.0
5,2,6110.0
6,-1,6116.0
5,-1,6114.0
5,2,6116.0
6,-1,6135.0
5,2,6141.0
6,-1,6129.0
5,2,6129.0
6,3,6129.0
7,4,6116.0
8,-1,6114.0
5,2,6105.0
6,3,6118.0
7,-1,6118.0
5,-1,6171.0
5,-1,6091.0
5,-1,6173.0
5,2,6108.0
6,3,6095.0
7,4,6095.0
8,5,6081.0
9,-1,6084.0
5,2,6162.0
6,-1,6176.0
5,-1,6084.0
5,2,6108.0
6,3,6118.0
7,-1,6118.0
5,-1,6137.0
5,2,6128.0
6,3,6129.0
7,4,6120.0
8,-1,6120.0
5,2,6159.0
6,3,6158.0
7,4,6111.0
8,5,6121.0
9,-1,6128.0
5,-1,6146.0
5,2,6084.0
6,-1,6098.0
5,2,6109.0
6,-1,6109.0
5,2,6121.0
6,3,6120.0
7,4,6125.0
8,5,6146.0
9,6,6147.0
10,7,6156.0
11,-1,6156.0
5,-1,6115.0
5,2,6131.0
6,-1,6112.0
5,2,6075.0
6,3,6095.0
7,4,6105.0
8,5,6105.0
9,6,6105.0
10,7,6097.0
11,-1,6116.0
5,2,6136.0
6,3,6108.0
7,-1,6163.0
5,-1,6096.0
5,-1,6110.0
5,-1,6084.0
5,-1,6130.0
5,2,6112.0
6,3,6111.0
7,4,6130.0
8,5,6150.0
9,6,6125.0
10,7,6134.0
11,8,6170.0
12,9,6066.0
13,10,6077.0
14,11,6074.0
15,12,6087.0
16,13,6121.0
17,14,6150.0
18,15,6158.0
19,16,6185.0
20,17,6166.0
21,18,6160.0
22,19,6166.0
23,20,6169.0
24,21,6153.0
25,22,6186.0
26,23,6186.0
27,24,6186.0
28,25,6168.0
29,26,6194.0
30,-1,6194.0
5,-1,6187.0
5,2,6053.0
6,3,6049.0
7,4,6049.0
8,5,6032.0
9,6,6076.0
10,7,6076.0
11,8,6074.0
12,9,6142.0
13,10,6076.0
14,11,6060.0
15,12,6060.0
16,13,6049.0
17,14,6049.0
18,15,6049.0
19,16,6084.0
20,17,6081.0
21,18,6084.0
22,19,6035.0
23,20,6120.0
24,21,6120.0
25,22,6120.0
26,23,6121.0
27,24,6110.0
28,25,6117.0
29,26,6116.0
30,27,6126.0
31,28,6130.0
32,29,6116.0
33,30,6115.0
34,31,6123.0
35,32,6205.0
36,33,6238.0
37,34,6249.0
38,35,6155.0
39,36,6281.0
40,37,6282.0
41,38,6296.0
42,39,6305.0
43,-1,6305.0
5,2,6125.0
6,3,6155.0
7,-1,6155.0
5,-1,6131.0
5,2,6117.0
6,-1,6111.0
5,2,6121.0
6,3,6113.0
7,4,6136.0
8,5,6120.0
9,6,6119.0
10,-1,6124.0
5,-1,6117.0
5,-1,6095.0
5,2,6076.0
6,3,6091.0
7,4,6098.0
8,-1,6097.0
5,-1,6183.0
5,2,6115.0
6,3,6089.0
7,-1,6091.0
5,-1,6097.0
5,2,6142.0
6,3,6148.0
7,4,6173.0
8,-1,6182.0
5,-1,6118.0
5,2,6158.0
6,3,6172.0
7,-1,6171.0
5,2,6112.0
6,-1,6114.0
5,2,6110.0
6,-1,6113.0
5,-1,6101.0
5,2,6114.0
6,3,6113.0
7,-1,6124.0
5,2,6113.0
6,-1,6132.0
5,2,6126.0
6,-1,6137.0
5,2,6118.0
6,-1,6126.0
5,2,6139.0
6,-1,6139.0
5,2,6137.0
6,-1,6136.0
5,-1,6115.0
5,2,6123.0
6,3,6125.0
7,-1,6129.0
5,-1,6121.0
5,2,6186.0
6,3,6187.0
7,-1,6202.0
5,-1,6098.0
5,2,6121.0
6,-1,6121.0
5,2,6136.0
6,-1,6136.0
5,2,6091.0
6,3,6091.0
7,4,6116.0
8,-1,6110.0
5,2,6119.0
6,3,6139.0
7,4,6140.0
8,-1,6138.0
5,-1,6130.0
5,2,6086.0
6,-1,6111.0
5,-1,6109.0
5,-1,6110.0
5,2,6113.0
6,3,6132.0
7,-1,6115.0
5,-1,6125.0
5,-1,6119.0
5,-1,6133.0
5,2,6065.0
6,3,6040.0
7,4,6046.0
8,5,6046.0
9,6,6046.0
10,7,6046.0
11,8,6046.0
12,9,6047.0
13,10,6046.0
14,11,6046.0
15,12,6047.0
16,13,6044.0
17,14,6012.0
18,15,6074.0
19,16,6174.0
20,17,6032.0
21,18,6032.0
22,19,6032.0
23,20,6170.0
24,21,6170.0
25,22,6170.0
26,23,6170.0
27,24,6170.0
28,25,6170.0
29,-1,6170.0
5,2,6132.0
6,3,6135.0
7,4,6135.0
8,-1,6135.0
5,-1,6130.0
5,2,6140.0
6,-1,6138.0
5,2,6142.0
6,3,6142.0
7,4,6137.0
8,-1,6136.0
5,2,6139.0
6,-1,6139.0
5,2,6169.0
6,3,6170.0
7,4,6176.0
8,-1,6181.0
5,-1,6138.0
5,2,6134.0
6,3,6141.0
7,-1,6146.0
5,2,6095.0
6,-1,6098.0
5,2,6110.0
6,3,6121.0
7,4,6106.0
8,5,6101.0
9,6,6101.0
10,7,6099.0
11,8,6098.0
12,9,6103.0
13,10,6083.0
14,11,6087.0
15,12,6080.0
16,13,6099.0
17,14,6099.0
18,15,6099.0
19,16,6118.0
20,17,6123.0
21,18,6124.0
22,19,6123.0
23,20,6118.0
24,21,6119.0
25,22,6119.0
26,23,6119.0
27,24,6120.0
28,25,6121.0
29,26,6119.0
30,27,6132.0
31,28,6129.0
32,29,6126.0
33,30,6210.0
34,-1,6227.0
5,-1,6126.0
5,-1,6135.0
5,2,6169.0
6,-1,6169.0
5,2,6089.0
6,3,6089.0
7,-1,6113.0
5,2,6107.0
6,3,6101.0
7,-1,6124.0
5,2,6060.0
6,3,6060.0
7,4,6060.0
8,5,6053.0
9,6,6049.0
10,7,6049.0
11,8,6049.0
12,9,6032.0
13,10,6040.0
14,11,6006.0
15,12,6019.0
16,13,5977.0
17,14,6032.0
18,15,6170.0
19,16,6175.0
20,17,6184.0
21,18,6204.0
22,19,6204.0
23,20,6204.0
24,21,6091.0
25,22,6094.0
26,23,6100.0
27,24,6149.0
28,25,6198.0
29,26,6184.0
30,-1,6204.0
5,-1,6167.0
5,2,6107.0
6,3,6127.0
7,4,6126.0
8,5,6133.0
9,-1,6110.0
5,2,6141.0
6,3,6101.0
7,-1,6101.0
5,2,6075.0
6,3,6076.0
7,4,6076.0
8,5,6058.0
9,6,6069.0
10,7,5970.0
11,-1,6111.0
5,-1,6099.0
5,2,6100.0
6,3,6126.0
7,4,6126.0
8,-1,6129.0
5,2,6126.0
6,-1,6124.0
5,-1,6159.0
5,2,6144.0
6,-1,6124.0
5,-1,6132.0
5,-1,6064.0
5,2,6027.0
6,3,6022.0
7,4,5989.0
8,5,5989.0
9,6,5984.0
10,7,5989.0
11,8,5968.0
12,9,5973.0
13,10,5965.0
14,11,6032.0
15,12,6029.0
16,13,6060.0
17,14,6023.0
18,15,6134.0
19,16,6132.0
20,17,6132.0
21,18,6132.0
22,19,6133.0
23,20,6133.0
24,21,6138.0
25,22,6111.0
26,23,6150.0
27,24,6204.0
28,25,6198.0
29,26,6193.0
30,27,6195.0
31,28,6204.0
32,29,6204.0
33,30,6204.0
34,31,6204.0
35,32,6204.0
36,-1,6204.0
5,-1,6178.0
5,2,6144.0
6,3,6153.0
7,-1,6153.0
5,-1,6184.0
5,-1,6113.0
5,-1,6109.0
5,-1,6119.0
5,-1,6135.0
5,-1,6111.0
5,-1,6099.0
5,2,6178.0
6,3,6178.0
7,4,6178.0
8,5,6133.0
9,-1,6150.0
5,2,6106.0
6,3,6108.0
7,4,6135.0
8,5,6132.0
9,-1,6128.0
5,2,6114.0
6,3,6107.0
7,4,6106.0
8,5,6126.0
9,6,6125.0
10,7,6126.0
11,8,6120.0
12,-1,6137.0
5,2,6116.0
6,-1,6121.0
5,2,6136.0
6,3,6138.0
7,4,6150.0
8,-1,6150.0
5,2,6116.0
6,-1,6108.0
5,2,6140.0
6,3,6140.0
7,4,6139.0
8,5,6127.0
9,-1,6153.0
5,2,6125.0
6,3,6125.0
7,4,6125.0
8,5,6158.0
9,6,6118.0
10,-1,6120.0
5,2,6114.0
6,3,6117.0
7,-1,6108.0
5,-1,6090.0
5,-1,6141.0
5,-1,6169.0
5,-1,6145.0
5,-1,6096.0
5,2,6141.0
6,-1,6164.0
5,2,6101.0
6,-1,6096.0
5,-1,6129.0
5,-1,6135.0
5,2,6085.0
6,3,6093.0
7,4,6101.0
8,5,6122.0
9,6,6117.0
10,7,6092.0
11,8,6023.0
12,9,6040.0
13,10,6045.0
14,11,6031.0
15,12,6073.0
16,13,6081.0
17,14,6054.0
18,15,6082.0
19,16,6107.0
20,17,6114.0
21,18,6114.0
22,19,6118.0
23,20,6115.0
24,21,6119.0
25,22,6120.0
26,23,6118.0
27,24,6118.0
28,25,6128.0
29,-1,6146.0
5,2,6053.0
6,3,6043.0
7,4,6072.0
8,5,6075.0
9,6,6075.0
10,7,6064.0
11,8,6030.0
12,9,5902.0
13,10,5987.0
14,11,5979.0
15,12,5977.0
16,13,5972.0
17,14,5974.0
18,15,5974.0
19,16,6037.0
20,17,6020.0
21,18,6066.0
22,19,6068.0
23,20,6070.0
24,21,6074.0
25,22,6102.0
26,23,6139.0
27,-1,6185.0
5,2,6145.0
6,-1,6144.0
5,-1,6109.0
5,-1,6130.0
5,2,6106.0
6,3,6144.0
7,4,6145.0
8,5,6145.0
9,6,6140.0
10,7,6143.0
11,8,6137.0
12,9,6137.0
13,-1,6151.0
5,2,6141.0
6,-1,6140.0
5,2,6088.0
6,3,6092.0
7,-1,6083.0
5,-1,6144.0
5,2,6112.0
6,3,6127.0
7,4,6110.0
8,-1,6110.0
5,2,6084.0
6,3,6084.0
7,-1,6080.0
5,-1,6118.0
5,2,6112.0
6,3,6112.0
7,4,6112.0
8,5,6118.0
9,6,6121.0
10,-1,6124.0
5,2,6109.0
6,3,6122.0
7,-1,6122.0
5,2,6142.0
6,-1,6144.0
5,2,6127.0
6,3,6103.0
7,-1,6109.0
5,2,6111.0
6,3,6109.0
7,4,6109.0
8,5,6134.0
9,6,6134.0
10,7,6120.0
11,8,6134.0
12,-1,6152.0
5,2,6104.0
6,3,6128.0
7,-1,6129.0
5,-1,6109.0
5,2,6091.0
6,3,6091.0
7,4,6086.0
8,5,6101.0
9,6,6098.0
10,7,6088.0
11,8,6174.0
12,9,6089.0
13,10,6127.0
14,11,6101.0
15,12,6054.0
16,13,6104.0
17,14,6108.0
18,15,6145.0
19,16,6161.0
20,17,6146.0
21,18,6171.0
22,19,6171.0
23,20,6190.0
24,21,6190.0
25,-1,6192.0
5,-1,6105.0
5,-1,6139.0
5,-1,6141.0
5,-1,6159.0
5,2,6096.0
6,3,6097.0
7,4,6099.0
8,5,6090.0
9,6,6093.0
10,-1,6106.0
5,-1,6097.0
5,2,6121.0
6,3,6121.0
7,-1,6133.0
5,-1,6096.0
5,2,6090.0
6,3,6098.0
7,4,6096.0
8,5,6096.0
9,6,6082.0
10,7,6084.0
11,8,6078.0
12,9,6115.0
13,10,6093.0
14,11,6095.0
15,12,6099.0
16,13,6174.0
17,14,6076.0
18,15,6109.0
19,16,6097.0
20,17,6094.0
21,18,6096.0
22,19,6102.0
23,20,6103.0
24,21,6162.0
25,22,6172.0
26,23,6166.0
27,24,6171.0
28,25,6179.0
29,26,6183.0
30,27,6215.0
31,28,6175.0
32,29,6172.0
33,30,6193.0
34,31,6193.0
35,32,6125.0
36,-1,6498.0
5,2,6127.0
6,3,6126.0
7,4,6124.0
8,5,6103.0
9,6,6116.0
10,-1,6109.0
5,2,6115.0
6,3,6119.0
7,4,6119.0
8,5,6123.0
9,6,6119.0
10,7,6123.0
11,8,6102.0
12,-1,6102.0
5,-1,6124.0
5,2,6122.0
6,-1,6122.0
5,2,6143.0
6,3,6128.0
7,4,6132.0
8,5,6132.0
9,6,6142.0
10,7,6142.0
11,8,6117.0
12,9,6121.0
13,-1,6140.0
5,-1,6167.0
5,2,6099.0
6,3,6107.0
7,4,6109.0
8,5,6102.0
9,6,6140.0
10,7,6139.0
11,-1,6122.0
5,2,6145.0
6,-1,6145.0
5,-1,6087.0
5,2,6091.0
6,3,6091.0
7,-1,6118.0
5,2,6092.0
6,3,6090.0
7,4,6119.0
8,-1,6121.0
5,-1,6107.0
5,2,6104.0
6,-1,6123.0
5,-1,6067.0
5,-1,6103.0
5,2,6146.0
6,3,6124.0
7,4,6124.0
8,5,6128.0
9,6,6129.0
10,7,6117.0
11,8,6117.0
12,9,6118.0
13,10,6136.0
14,-1,6132.0
5,-1,6096.0
5,-1,6116.0
5,2,6162.0
6,-1,6159.0
5,-1,6162.0
5,-1,6099.0
5,2,6141.0
6,3,6141.0
7,4,6142.0
8,5,6126.0
9,6,6126.0
10,7,6126.0
11,-1,6126.0
5,2,6126.0
6,3,6133.0
7,-1,6133.0
5,-1,6109.0
5,-1,6092.0
5,2,6102.0
6,-1,6106.0
5,-1,6094.0
5,-1,6116.0
5,-1,6110.0
5,2,6111.0
6,3,6123.0
7,-1,6123.0
5,2,6086.0
6,3,6103.0
7,4,6106.0
8,-1,6112.0
5,2,6088.0
6,-1,6100.0
5,-1,6094.0
5,-1,6159.0
5,-1,6150.0
5,2,6108.0
6,3,6127.0
7,-1,6134.0
5,-1,6123.0
5,-1,6096.0
5,2,6101.0
6,3,6089.0
7,4,6101.0
8,5,6101.0
9,6,6098.0
10,7,6097.0
11,8,6097.0
12,9,6095.0
13,10,6105.0
14,11,6107.0
15,12,6129.0
16,13,6073.0
17,14,6073.0
18,15,6101.0
19,16,6067.0
20,17,6082.0
21,18,6102.0
22,19,6182.0
23,20,6176.0
24,21,6169.0
25,22,6114.0
26,23,6149.0
27,24,6105.0
28,25,6111.0
29,26,6104.0
30,27,6147.0
31,28,6151.0
32,29,6147.0
33,30,6093.0
34,31,6478.0
35,32,6478.0
36,-1,6495.0
5,2,6088.0
6,3,6109.0
7,4,6110.0
8,-1,6118.0
5,-1,6127.0
5,2,6097.0
6,3,6097.0
7,4,6106.0
8,5,6106.0
9,6,6096.0
10,7,6102.0
11,8,6072.0
12,9,6072.0
13,10,6073.0
14,11,6073.0
15,12,6073.0
16,13,6065.0
17,14,6089.0
18,15,6081.0
19,16,6091.0
20,17,6112.0
21,18,6112.0
22,19,6112.0
23,20,6112.0
24,21,6125.0
25,22,6215.0
26,23,6219.0
27,24,6215.0
28,25,6193.0
29,26,6193.0
30,27,6213.0
31,28,6219.0
32,29,6219.0
33,30,6219.0
34,31,6219.0
35,32,6219.0
36,33,6260.0
37,34,6244.0
38,35,6251.0
39,36,6249.0
40,37,6204.0
41,-1,6299.0
5,2,6111.0
6,3,6111.0
7,4,6129.0
8,-1,6135.0
5,-1,6148.0
5,2,6137.0
6,3,6130.0
7,-1,6144.0
5,2,6112.0
6,3,6109.0
7,4,6113.0
8,-1,6111.0
5,2,6097.0
6,3,6112.0
7,-1,6112.0
5,-1,6124.0
5,-1,6129.0
5,2,6123.0
6,-1,6123.0
5,2,6144.0
6,3,6198.0
7,4,6178.0
8,5,6178.0
9,6,6153.0
10,-1,6191.0
5,-1,6170.0
5,2,6131.0
6,3,6111.0
7,4,6119.0
8,-1,6119.0
5,2,6141.0
6,3,6139.0
7,4,6139.0
8,5,6139.0
9,6,6139.0
10,7,6136.0
11,8,6128.0
12,9,6122.0
13,10,6151.0
14,11,6151.0
