Total Line Failures,Steady State,Accumulation of Failed Capacities
9,-1,6187.0
3,2,6110.0
4,-1,6118.0
3,2,6138.0
4,3,6139.0
5,4,6139.0
6,-1,6138.0
3,2,6185.0
4,-1,6185.0
3,2,6181.0
4,-1,6209.0
3,2,6145.0
4,-1,6146.0
3,-1,6176.0
3,-1,6115.0
3,2,6142.0
4,3,6128.0
5,4,6116.0
6,-1,6124.0
3,2,6147.0
4,-1,6098.0
3,2,6181.0
4,-1,6178.0
3,2,6145.0
4,3,6147.0
5,4,6140.0
6,-1,6139.0
3,2,6225.0
4,3,6221.0
5,4,6227.0
6,5,6227.0
7,6,6227.0
8,7,6227.0
9,-1,6227.0
3,2,6195.0
4,-1,6195.0
3,2,6147.0
4,-1,6133.0
3,-1,6135.0
3,-1,6141.0
3,2,6145.0
4,-1,6166.0
3,2,6155.0
4,3,6151.0
5,-1,6151.0
3,-1,6146.0
3,-1,6116.0
3,-1,6157.0
3,-1,6185.0
3,2,6176.0
4,3,6189.0
5,4,6189.0
6,5,6189.0
7,-1,6189.0
3,2,6225.0
4,3,6221.0
5,4,6219.0
6,5,6201.0
7,-1,6281.0
3,-1,6154.0
3,2,6155.0
4,3,6138.0
5,4,6137.0
6,5,6137.0
7,6,6140.0
8,-1,6151.0
3,-1,6145.0
3,2,6150.0
4,-1,6138.0
3,-1,6121.0
3,2,6120.0
4,3,6129.0
5,-1,6143.0
3,-1,6152.0
3,-1,6149.0
3,-1,6194.0
3,-1,6162.0
3,-1,6152.0
3,2,6182.0
4,3,6182.0
5,-1,6184.0
3,-1,6138.0
3,2,6110.0
4,-1,6107.0
3,2,6158.0
4,3,6145.0
5,4,6145.0
6,5,6145.0
7,6,6145.0
8,-1,6134.0
3,2,6108.0
4,3,6112.0
5,-1,6151.0
3,-1,6153.0
3,-1,6155.0
3,-1,6167.0
3,2,6148.0
4,-1,6143.0
3,2,6135.0
4,-1,6151.0
3,-1,6163.0
3,2,6152.0
4,-1,6158.0
3,-1,6146.0
3,2,6133.0
4,3,6128.0
5,4,6075.0
6,-1,6180.0
3,2,6202.0
4,3,6203.0
5,4,6232.0
6,5,6263.0
7,6,6152.0
8,-1,6205.0
3,-1,6138.0
3,-1,6154.0
3,-1,6155.0
3,2,6229.0
4,-1,6243.0
3,-1,6136.0
3,-1,6200.0
3,2,6143.0
4,3,6143.0
5,-1,6144.0
3,2,6202.0
4,3,6211.0
5,-1,6183.0
3,-1,6150.0
3,2,6177.0
4,-1,6160.0
3,-1,6145.0
3,-1,6169.0
3,2,6206.0
4,3,6196.0
5,-1,6239.0
3,-1,6187.0
3,2,6164.0
4,3,6166.0
5,-1,6142.0
3,2,6150.0
4,3,6147.0
5,-1,6147.0
3,2,6138.0
4,-1,6146.0
3,-1,6161.0
3,2,6156.0
4,3,6140.0
5,4,6214.0
6,5,6122.0
7,6,6122.0
8,-1,6125.0
3,2,6134.0
4,3,6134.0
5,-1,6146.0
3,2,6188.0
4,3,6182.0
5,-1,6260.0
3,2,6141.0
4,-1,6144.0
3,-1,6152.0
3,2,6137.0
4,-1,6138.0
3,2,6164.0
4,3,6191.0
5,4,6192.0
6,-1,6160.0
3,-1,6127.0
3,2,6194.0
4,-1,6189.0
3,2,6165.0
4,3,6163.0
5,-1,6162.0
3,2,6134.0
4,-1,6143.0
3,2,6148.0
4,-1,6172.0
3,-1,6159.0
3,2,6139.0
4,-1,6133.0
3,2,6187.0
4,3,6196.0
5,4,6210.0
6,5,6224.0
7,6,6224.0
8,-1,6224.0
3,2,6144.0
4,-1,6140.0
3,2,6159.0
4,3,6144.0
5,4,6147.0
6,-1,6147.0
3,2,6128.0
4,-1,6127.0
3,-1,6124.0
3,2,6145.0
4,-1,6118.0
3,-1,6172.0
3,2,6128.0
4,3,6136.0
5,4,6129.0
6,-1,6156.0
3,-1,6169.0
3,-1,6141.0
3,-1,6150.0
3,2,6153.0
4,3,6144.0
5,-1,6191.0
3,-1,6163.0
3,2,6181.0
4,-1,6181.0
3,2,6142.0
4,-1,6140.0
3,-1,6133.0
3,-1,6141.0
3,2,6154.0
4,-1,6151.0
3,2,6082.0
4,3,6134.0
5,-1,6120.0
3,2,6152.0
4,3,6149.0
5,-1,6148.0
3,-1,6150.0
3,2,6154.0
4,3,6102.0
5,4,6099.0
6,5,6060.0
7,6,6063.0
8,7,6129.0
9,8,6129.0
10,9,6133.0
11,-1,6134.0
3,-1,6177.0
3,2,6156.0
4,-1,6156.0
3,2,6130.0
4,3,6128.0
5,4,6116.0
6,-1,6205.0
3,2,6148.0
4,3,6147.0
5,4,6210.0
6,5,6159.0
7,6,6184.0
8,-1,6184.0
3,-1,6148.0
3,-1,6144.0
3,2,6154.0
4,3,6147.0
5,-1,6147.0
3,-1,6125.0
3,2,6158.0
4,-1,6145.0
3,2,6191.0
4,3,6206.0
5,4,6169.0
6,5,6168.0
7,-1,6176.0
3,-1,6157.0
3,-1,6177.0
3,-1,6152.0
3,2,6168.0
4,-1,6177.0
3,2,6159.0
4,-1,6199.0
3,-1,6138.0
3,-1,6164.0
3,2,6150.0
4,-1,6138.0
3,-1,6147.0
3,2,6155.0
4,3,6155.0
5,-1,6153.0
3,2,6157.0
4,3,6156.0
5,4,6156.0
6,-1,6149.0
3,2,6185.0
4,3,6195.0
5,-1,6238.0
3,2,6109.0
4,3,6053.0
5,4,6073.0
6,5,6083.0
7,6,6124.0
8,7,6125.0
9,8,6056.0
10,9,6055.0
11,10,6133.0
12,11,6142.0
13,12,6151.0
14,13,6149.0
15,14,6132.0
16,15,6132.0
17,16,6132.0
18,17,6132.0
19,18,6131.0
20,19,6131.0
21,20,6178.0
22,21,6157.0
23,22,6156.0
24,23,6145.0
25,24,6158.0
26,25,6157.0
27,26,6142.0
28,27,6172.0
29,28,6179.0
30,29,6188.0
31,-1,6207.0
3,2,6131.0
4,3,6181.0
5,4,6143.0
6,5,6148.0
7,-1,6165.0
3,-1,6153.0
3,2,6101.0
4,-1,6102.0
3,2,6169.0
4,3,6167.0
5,-1,6160.0
3,2,6156.0
4,3,6151.0
5,-1,6189.0
3,2,6130.0
4,3,6161.0
5,4,6198.0
6,-1,6117.0
3,-1,6128.0
3,2,6132.0
4,3,6164.0
5,-1,6174.0
3,2,6098.0
4,3,6114.0
5,4,6113.0
6,5,6113.0
7,6,6113.0
8,7,6099.0
9,8,6100.0
10,9,6095.0
11,10,6108.0
12,11,6119.0
13,12,6112.0
14,13,6103.0
15,14,6055.0
16,15,6057.0
17,16,6056.0
18,17,6128.0
19,18,6149.0
20,19,6155.0
21,20,6189.0
22,21,6189.0
23,22,6201.0
24,23,6200.0
25,24,6185.0
26,25,6185.0
27,26,6170.0
28,27,6180.0
29,28,6188.0
30,29,6208.0
31,-1,6216.0
3,-1,6130.0
3,-1,6223.0
3,-1,6145.0
3,2,6142.0
4,-1,6143.0
3,2,6146.0
4,3,6148.0
5,-1,6149.0
3,2,6150.0
4,-1,6151.0
3,2,6185.0
4,-1,6185.0
3,2,6144.0
4,-1,6149.0
3,-1,6127.0
3,2,6165.0
4,-1,6165.0
3,2,6166.0
4,3,6188.0
5,4,6186.0
6,5,6186.0
7,-1,6185.0
3,2,6229.0
4,3,6228.0
5,4,6233.0
6,5,6223.0
7,-1,6209.0
3,-1,6149.0
3,-1,6167.0
3,-1,6164.0
3,2,6140.0
4,-1,6159.0
3,2,6171.0
4,-1,6170.0
3,2,6182.0
4,3,6178.0
5,-1,6171.0
3,2,6162.0
4,3,6166.0
5,4,6166.0
6,5,6164.0
7,6,6166.0
8,7,6164.0
9,-1,6198.0
3,2,6192.0
4,3,6192.0
5,-1,6190.0
3,2,6103.0
4,3,6092.0
5,4,6171.0
6,5,6169.0
7,-1,6237.0
3,-1,6156.0
3,2,6166.0
4,3,6166.0
5,-1,6166.0
3,2,6144.0
4,-1,6167.0
3,2,6148.0
4,-1,6151.0
3,2,6159.0
4,-1,6159.0
3,2,6154.0
4,-1,6155.0
3,-1,6149.0
3,2,6150.0
4,3,6139.0
5,-1,6196.0
3,2,6122.0
4,-1,6109.0
3,2,6214.0
4,-1,6201.0
3,-1,6186.0
3,2,6134.0
4,3,6116.0
5,-1,6112.0
3,2,6169.0
4,3,6209.0
5,4,6208.0
6,5,6200.0
7,6,6245.0
8,-1,6231.0
3,2,6133.0
4,3,6118.0
5,-1,6094.0
3,2,6139.0
4,3,6138.0
5,-1,6099.0
3,-1,6129.0
3,2,6162.0
4,3,6183.0
5,4,6149.0
6,5,6141.0
7,-1,6168.0
3,-1,6126.0
3,2,6156.0
4,3,6176.0
5,-1,6132.0
3,2,6189.0
4,3,6187.0
5,4,6176.0
6,5,6171.0
7,6,6173.0
8,7,6167.0
9,8,6182.0
10,9,6172.0
11,-1,6177.0
3,-1,6198.0
3,2,6148.0
4,3,6148.0
5,4,6147.0
6,-1,6147.0
3,2,6173.0
4,3,6178.0
5,4,6136.0
6,5,6135.0
7,6,6168.0
8,-1,6168.0
3,2,6156.0
4,-1,6148.0
3,2,6152.0
4,-1,6152.0
3,-1,6125.0
3,-1,6175.0
3,2,6194.0
4,3,6189.0
5,-1,6235.0
3,-1,6112.0
3,2,6126.0
4,-1,6115.0
3,2,6153.0
4,-1,6170.0
3,2,6153.0
4,-1,6156.0
3,-1,6137.0
3,-1,6187.0
3,2,6134.0
4,3,6129.0
5,4,6127.0
6,5,6168.0
7,6,6181.0
8,-1,6181.0
3,-1,6130.0
3,2,6181.0
4,-1,6226.0
3,-1,6152.0
3,2,6146.0
4,-1,6149.0
3,-1,6162.0
3,-1,6153.0
3,2,6157.0
4,3,6152.0
5,4,6152.0
6,5,6151.0
7,6,6151.0
8,7,6146.0
9,-1,6145.0
3,2,6126.0
4,3,6122.0
5,-1,6126.0
3,-1,6143.0
3,2,6172.0
4,-1,6183.0
3,2,6269.0
4,3,6288.0
5,-1,6288.0
3,-1,6113.0
3,2,6112.0
4,3,6112.0
5,4,6112.0
6,5,6103.0
7,6,6135.0
8,7,6135.0
9,8,6133.0
10,-1,6135.0
3,-1,6165.0
3,-1,6183.0
3,-1,6192.0
3,-1,6149.0
3,-1,6156.0
3,-1,6110.0
3,2,6118.0
4,-1,6118.0
3,2,6158.0
4,-1,6158.0
3,-1,6183.0
3,-1,6161.0
3,-1,6154.0
3,2,6146.0
4,3,6146.0
5,4,6146.0
6,5,6145.0
7,6,6146.0
8,7,6144.0
9,8,6139.0
10,9,6139.0
11,10,6184.0
12,11,6122.0
13,12,6125.0
14,13,6126.0
15,14,6150.0
16,15,6182.0
17,16,6177.0
18,17,6169.0
19,18,6143.0
20,19,6210.0
21,20,6206.0
22,21,6252.0
23,22,6232.0
24,23,6245.0
25,24,6271.0
26,25,6126.0
27,26,6127.0
28,27,6227.0
29,28,6249.0
30,29,6260.0
31,30,6260.0
32,31,6263.0
33,32,6268.0
34,-1,6281.0
3,2,6162.0
4,3,6164.0
5,-1,6177.0
3,2,6158.0
4,-1,6152.0
3,2,6208.0
4,3,6205.0
5,4,6186.0
6,-1,6198.0
3,-1,6163.0
3,-1,6179.0
3,2,6171.0
4,3,6170.0
5,-1,6171.0
3,-1,6178.0
3,2,6158.0
4,3,6165.0
5,4,6163.0
6,5,6123.0
7,-1,6124.0
3,-1,6133.0
3,-1,6140.0
3,-1,6142.0
3,2,6152.0
4,3,6149.0
5,4,6150.0
6,-1,6203.0
3,2,6147.0
4,3,6134.0
5,4,6126.0
6,-1,6137.0
3,2,6135.0
4,-1,6135.0
3,-1,6190.0
3,-1,6160.0
3,2,6095.0
4,3,6120.0
5,4,6104.0
6,-1,6131.0
3,-1,6107.0
3,2,6112.0
4,-1,6110.0
3,-1,6157.0
3,2,6105.0
4,3,6107.0
5,4,6107.0
6,5,6127.0
7,6,6095.0
8,7,6092.0
9,8,6092.0
10,9,6090.0
11,10,6111.0
12,11,6108.0
13,12,6089.0
14,13,6095.0
15,14,6159.0
16,15,6133.0
17,16,6160.0
18,-1,6224.0
3,-1,6148.0
3,-1,6116.0
3,2,6148.0
4,-1,6142.0
3,-1,6146.0
3,2,6141.0
4,3,6096.0
5,4,6134.0
6,-1,6134.0
3,2,6194.0
4,3,6196.0
5,4,6192.0
6,5,6192.0
7,-1,6192.0
3,2,6196.0
4,3,6196.0
5,-1,6194.0
3,2,6177.0
4,3,6179.0
5,4,6179.0
6,5,6181.0
7,6,6222.0
8,-1,6222.0
3,2,6132.0
4,3,6127.0
5,-1,6128.0
3,-1,6145.0
3,2,6151.0
4,3,6150.0
5,-1,6150.0
3,-1,6150.0
3,2,6146.0
4,-1,6146.0
3,-1,6153.0
3,-1,6159.0
3,2,6197.0
4,3,6192.0
5,-1,6138.0
3,2,6140.0
4,3,6144.0
5,-1,6131.0
3,2,6154.0
4,3,6156.0
5,4,6166.0
6,5,6169.0
7,6,6180.0
8,-1,6185.0
3,2,6159.0
4,3,6158.0
5,4,6101.0
6,5,6099.0
7,6,6125.0
8,7,6125.0
9,8,6170.0
10,9,6195.0
11,-1,6193.0
3,-1,6183.0
3,2,6174.0
4,-1,6172.0
3,2,6153.0
4,3,6134.0
5,4,6179.0
6,5,6123.0
7,6,6156.0
8,7,6156.0
9,8,6144.0
10,9,6142.0
11,10,6143.0
12,11,6158.0
13,-1,6131.0
3,2,6160.0
4,3,6160.0
5,-1,6160.0
3,-1,6152.0
3,-1,6165.0
3,2,6112.0
4,3,6112.0
5,4,6112.0
6,5,6058.0
7,6,6069.0
8,7,6095.0
9,8,6093.0
10,9,6112.0
11,10,6113.0
12,11,6122.0
13,12,6096.0
14,13,6099.0
15,14,6099.0
16,15,6127.0
17,16,6129.0
18,17,6146.0
19,18,6158.0
20,19,6159.0
21,20,6163.0
22,21,6170.0
23,22,6237.0
24,23,6247.0
25,24,6180.0
26,25,6170.0
27,26,6188.0
28,27,6181.0
29,28,6166.0
30,29,6165.0
31,30,6142.0
32,31,6141.0
33,32,6253.0
34,33,6267.0
35,34,6314.0
36,35,6305.0
37,36,6302.0
38,37,6351.0
39,38,6351.0
40,39,6352.0
41,40,6350.0
42,-1,6362.0
3,2,6141.0
4,-1,6146.0
3,2,6189.0
4,-1,6186.0
3,2,6147.0
4,3,6145.0
5,4,6081.0
6,-1,6081.0
3,-1,6214.0
3,2,6083.0
4,3,6094.0
5,-1,6147.0
3,2,6126.0
4,3,6167.0
5,4,6153.0
6,-1,6152.0
3,2,6148.0
4,3,6135.0
5,-1,6134.0
3,-1,6153.0
3,-1,6133.0
3,-1,6168.0
3,-1,6171.0
3,2,6140.0
4,3,6140.0
5,-1,6140.0
3,2,6134.0
4,3,6146.0
5,-1,6141.0
3,2,6167.0
4,-1,6162.0
3,2,6152.0
4,-1,6151.0
3,2,6128.0
4,-1,6169.0
3,-1,6176.0
3,2,6147.0
4,-1,6147.0
3,-1,6166.0
3,2,6197.0
4,3,6191.0
5,-1,6215.0
3,-1,6151.0
3,2,6155.0
4,3,6149.0
5,-1,6149.0
3,2,6194.0
4,3,6192.0
5,4,6185.0
6,-1,6226.0
3,2,6180.0
4,3,6180.0
5,4,6177.0
6,5,6177.0
7,6,6175.0
8,-1,6226.0
3,-1,6147.0
3,-1,6191.0
3,2,6147.0
4,3,6149.0
5,-1,6118.0
3,2,6134.0
4,3,6128.0
5,-1,6127.0
3,-1,6150.0
3,-1,6211.0
3,-1,6113.0
3,-1,6154.0
3,2,6189.0
4,3,6175.0
5,4,6202.0
6,5,6203.0
7,-1,6209.0
3,2,6137.0
4,-1,6136.0
3,-1,6155.0
3,-1,6142.0
3,2,6137.0
4,3,6141.0
5,-1,6196.0
3,2,6167.0
4,3,6153.0
5,4,6195.0
6,-1,6199.0
3,2,6135.0
4,3,6135.0
5,4,6178.0
6,5,6115.0
7,6,6114.0
8,-1,6160.0
3,-1,6152.0
3,-1,6147.0
3,2,6145.0
4,-1,6144.0
3,2,6144.0
4,-1,6142.0
3,2,6156.0
4,3,6148.0
5,4,6147.0
6,-1,6147.0
3,2,6142.0
4,3,6150.0
5,-1,6150.0
3,2,6145.0
4,3,6144.0
5,4,6138.0
6,-1,6161.0
3,-1,6134.0
3,-1,6169.0
3,2,6142.0
4,3,6163.0
5,-1,6138.0
3,2,6145.0
4,3,6147.0
5,4,6177.0
6,5,6140.0
7,-1,6189.0
3,-1,6153.0
3,2,6127.0
4,3,6153.0
5,4,6148.0
6,-1,6160.0
3,-1,6146.0
3,2,6138.0
4,-1,6181.0
3,2,6160.0
4,3,6160.0
5,-1,6146.0
3,-1,6152.0
3,-1,6154.0
3,-1,6147.0
3,-1,6157.0
3,-1,6138.0
3,2,6234.0
4,3,6242.0
5,-1,6123.0
3,2,6150.0
4,3,6156.0
5,4,6134.0
6,5,6135.0
7,6,6130.0
8,7,6135.0
9,8,6144.0
10,-1,6137.0
3,-1,6195.0
3,2,6127.0
4,3,6126.0
5,-1,6123.0
3,2,6153.0
4,-1,6153.0
3,2,6147.0
4,3,6147.0
5,-1,6142.0
3,-1,6134.0
3,2,6114.0
4,-1,6105.0
3,2,6164.0
4,-1,6171.0
3,2,6199.0
4,-1,6199.0
3,2,6153.0
4,3,6153.0
5,4,6116.0
6,5,6205.0
7,-1,6180.0
3,-1,6141.0
3,2,6147.0
4,3,6138.0
5,-1,6091.0
3,-1,6151.0
3,-1,6171.0
3,2,6146.0
4,-1,6142.0
3,-1,6179.0
3,-1,6159.0
3,2,6128.0
4,-1,6126.0
3,2,6142.0
4,3,6108.0
5,-1,6103.0
3,2,6149.0
4,3,6146.0
5,-1,6139.0
3,2,6183.0
4,-1,6189.0
3,2,6149.0
4,-1,6145.0
3,2,6148.0
4,3,6137.0
5,-1,6138.0
3,2,6133.0
4,3,6132.0
5,4,6127.0
6,5,6172.0
7,-1,6173.0
3,2,6152.0
4,3,6157.0
5,4,6156.0
6,5,6155.0
7,6,6157.0
8,7,6161.0
9,8,6159.0
10,9,6178.0
11,-1,6183.0
3,2,6132.0
4,-1,6135.0
3,-1,6161.0
3,-1,6141.0
3,2,6224.0
4,-1,6227.0
3,2,6126.0
4,3,6126.0
5,4,6121.0
6,-1,6116.0
3,2,6160.0
4,3,6166.0
5,-1,6166.0
3,-1,6137.0
3,2,6168.0
4,3,6189.0
5,-1,6166.0
3,2,6136.0
4,3,6125.0
5,4,6144.0
6,5,6164.0
7,6,6144.0
8,7,6144.0
9,8,6147.0
10,9,6144.0
11,-1,6142.0
3,2,6147.0
4,-1,6142.0
3,2,6161.0
4,3,6152.0
5,4,6223.0
6,5,6207.0
7,6,6198.0
8,7,6175.0
9,8,6198.0
10,-1,6196.0
3,2,6133.0
4,-1,6135.0
3,-1,6157.0
3,-1,6128.0
3,-1,6181.0
3,-1,6128.0
3,-1,6174.0
3,2,6114.0
4,-1,6114.0
3,2,6151.0
4,3,6151.0
5,-1,6150.0
3,2,6130.0
4,-1,6181.0
3,-1,6147.0
3,-1,6205.0
3,2,6201.0
4,-1,6197.0
3,-1,6200.0
3,-1,6147.0
3,2,6222.0
4,3,6209.0
5,4,6234.0
6,5,6248.0
7,6,6247.0
8,7,6245.0
9,8,6245.0
10,9,6191.0
11,10,6104.0
12,11,6062.0
13,12,6115.0
14,13,6147.0
15,14,6148.0
16,15,6145.0
17,16,6149.0
18,17,6149.0
19,18,6149.0
20,19,6148.0
21,20,6147.0
22,21,6145.0
23,22,6144.0
24,23,6246.0
25,24,6136.0
26,25,6164.0
27,26,6189.0
28,27,6187.0
29,28,6194.0
30,29,6202.0
31,-1,6261.0
3,2,6164.0
4,3,6171.0
5,-1,6172.0
3,-1,6145.0
3,2,6190.0
4,-1,6192.0
3,-1,6155.0
3,2,6195.0
4,3,6233.0
5,-1,6191.0
3,-1,6129.0
3,2,6157.0
4,-1,6144.0
3,2,6152.0
4,-1,6150.0
3,-1,6145.0
3,2,6152.0
4,3,6152.0
5,-1,6143.0
3,-1,6155.0
3,2,6152.0
4,-1,6150.0
3,2,6170.0
4,-1,6170.0
3,-1,6145.0
3,2,6153.0
4,3,6166.0
5,4,6136.0
6,5,6127.0
7,-1,6159.0
3,2,6196.0
4,-1,6133.0
3,-1,6148.0
3,-1,6147.0
3,2,6180.0
4,3,6185.0
5,-1,6179.0
3,-1,6185.0
3,2,6152.0
4,3,6186.0
5,4,6183.0
6,-1,6183.0
3,-1,6159.0
3,2,6159.0
4,3,6163.0
5,4,6169.0
6,5,6185.0
7,6,6181.0
8,7,6156.0
9,-1,6163.0
3,2,6106.0
4,3,6104.0
5,4,6133.0
6,-1,6144.0
3,-1,6199.0
3,2,6162.0
4,3,6152.0
5,-1,6152.0
3,2,6106.0
4,3,6105.0
5,4,6093.0
6,5,6054.0
7,6,6098.0
8,7,6113.0
9,8,6047.0
10,9,6049.0
11,10,6067.0
12,11,6117.0
13,12,6117.0
14,13,6121.0
15,14,6121.0
16,15,6120.0
17,16,6121.0
18,17,6164.0
19,18,6152.0
20,19,6152.0
21,20,6152.0
22,21,6170.0
23,22,6020.0
24,23,6119.0
25,24,6139.0
26,25,6138.0
27,26,6140.0
28,27,6153.0
29,28,6163.0
30,29,6168.0
31,30,6173.0
32,31,6169.0
33,-1,6171.0
3,-1,6144.0
3,2,6144.0
4,-1,6144.0
3,2,6155.0
4,-1,6139.0
3,2,6176.0
4,-1,6171.0
3,2,6131.0
4,3,6153.0
5,4,6205.0
6,5,6161.0
7,6,6156.0
8,7,6156.0
9,8,6113.0
10,9,6141.0
11,10,6101.0
12,11,6096.0
13,12,6153.0
14,13,6153.0
15,14,6153.0
16,15,6153.0
17,16,6153.0
18,17,6153.0
19,18,6184.0
20,19,6143.0
21,20,6165.0
22,21,6165.0
23,22,6240.0
24,23,6240.0
25,24,6240.0
26,25,6240.0
27,26,6240.0
28,27,6240.0
29,-1,6240.0
3,2,6133.0
4,-1,6144.0
3,2,6158.0
4,3,6164.0
5,-1,6159.0
3,-1,6152.0
3,2,6165.0
4,-1,6158.0
3,2,6144.0
4,3,6142.0
5,-1,6159.0
3,-1,6133.0
3,2,6163.0
4,-1,6163.0
3,2,6154.0
4,3,6153.0
5,4,6146.0
6,5,6150.0
7,-1,6180.0
3,2,6210.0
4,3,6209.0
5,-1,6208.0
3,-1,6117.0
3,2,6143.0
4,-1,6144.0
3,2,6155.0
4,-1,6151.0
3,-1,6155.0
3,-1,6220.0
3,-1,6138.0
3,-1,6148.0
3,-1,6147.0
3,2,6151.0
4,-1,6148.0
3,-1,6110.0
3,2,6150.0
4,3,6140.0
5,4,6143.0
6,5,6176.0
7,6,6125.0
8,7,6115.0
9,8,6124.0
10,-1,6122.0
3,2,6177.0
4,3,6176.0
5,4,6179.0
6,-1,6179.0
3,2,6193.0
4,3,6192.0
5,-1,6231.0
3,-1,6151.0
3,-1,6151.0
3,2,6116.0
4,-1,6119.0
3,-1,6145.0
3,-1,6220.0
3,2,6156.0
4,-1,6156.0
3,-1,6127.0
3,-1,6170.0
3,2,6155.0
4,-1,6157.0
3,2,6205.0
4,3,6211.0
5,4,6211.0
6,5,6217.0
7,6,6217.0
8,7,6218.0
9,8,6217.0
10,-1,6218.0
3,2,6224.0
4,-1,6212.0
3,2,6195.0
4,3,6193.0
5,-1,6237.0
3,2,6164.0
4,-1,6177.0
3,-1,6153.0
3,2,6156.0
4,-1,6158.0
3,2,6218.0
4,3,6217.0
5,-1,6213.0
3,-1,6158.0
3,2,6149.0
4,-1,6149.0
3,2,6183.0
4,3,6243.0
5,4,6226.0
6,5,6224.0
7,-1,6195.0
3,-1,6108.0
3,2,6156.0
4,3,6150.0
5,4,6154.0
6,-1,6157.0
3,2,6155.0
4,-1,6168.0
3,2,6118.0
4,-1,6114.0
3,2,6174.0
4,3,6166.0
5,4,6160.0
6,-1,6144.0
3,-1,6146.0
3,-1,6134.0
3,-1,6189.0
3,2,6146.0
4,3,6145.0
5,4,6146.0
6,5,6133.0
7,-1,6091.0
3,2,6167.0
4,-1,6162.0
3,2,6139.0
4,3,6140.0
5,-1,6175.0
3,-1,6106.0
3,-1,6164.0
3,2,6106.0
4,3,6112.0
5,4,6151.0
6,5,6151.0
7,6,6173.0
8,7,6085.0
9,8,6095.0
10,9,6105.0
11,10,6106.0
12,11,6105.0
13,12,6102.0
14,13,6102.0
15,14,6102.0
16,15,6102.0
17,16,6102.0
18,17,6105.0
19,18,6087.0
20,19,6124.0
21,20,6170.0
22,21,6170.0
23,22,6136.0
24,23,6130.0
25,24,6160.0
26,25,6174.0
27,26,6178.0
28,27,6178.0
29,28,6183.0
30,29,6189.0
31,-1,6217.0
3,2,6252.0
4,-1,6257.0
3,2,6181.0
4,-1,6181.0
3,2,6198.0
4,3,6169.0
5,-1,6154.0
3,-1,6146.0
3,-1,6135.0
3,2,6117.0
4,3,6116.0
5,-1,6103.0
3,-1,6152.0
3,2,6135.0
4,-1,6131.0
3,2,6159.0
4,-1,6149.0
3,2,6144.0
4,-1,6144.0
3,-1,6155.0
3,2,6191.0
4,3,6222.0
5,4,6224.0
6,-1,6205.0
3,-1,6155.0
3,-1,6153.0
3,2,6151.0
4,3,6179.0
5,-1,6166.0
3,2,6105.0
4,-1,6128.0
3,2,6143.0
4,3,6142.0
5,4,6143.0
6,5,6135.0
7,6,6136.0
8,-1,6136.0
3,2,6170.0
4,3,6175.0
5,-1,6131.0
3,2,6219.0
4,3,6213.0
5,-1,6217.0
3,2,6139.0
4,3,6120.0
5,-1,6112.0
3,2,6152.0
4,3,6150.0
5,4,6150.0
6,-1,6150.0
3,2,6178.0
4,3,6180.0
5,4,6180.0
6,5,6131.0
7,6,6240.0
8,7,6239.0
9,-1,6251.0
3,-1,6198.0
3,2,6120.0
4,-1,6120.0
3,-1,6136.0
3,-1,6144.0
3,2,6194.0
4,-1,6192.0
3,2,6188.0
4,3,6187.0
5,4,6187.0
6,5,6187.0
7,-1,6185.0
3,2,6122.0
4,3,6126.0
5,4,6129.0
6,-1,6114.0
3,-1,6150.0
3,-1,6146.0
3,-1,6163.0
3,2,6180.0
4,3,6175.0
5,-1,6175.0
3,2,6191.0
4,3,6197.0
5,4,6194.0
6,-1,6194.0
3,-1,6144.0
3,2,6158.0
4,-1,6150.0
3,2,6182.0
4,-1,6128.0
3,2,6152.0
4,3,6149.0
5,-1,6134.0
3,2,6151.0
4,3,6139.0
5,-1,6169.0
3,2,6154.0
4,-1,6154.0
3,-1,6191.0
3,2,6192.0
4,3,6161.0
5,4,6170.0
6,5,6169.0
7,6,6152.0
8,-1,6152.0
3,-1,6151.0
3,-1,6086.0
3,2,6173.0
4,-1,6186.0
3,-1,6145.0
3,2,6154.0
4,3,6152.0
5,-1,6173.0
3,2,6153.0
4,-1,6150.0
3,-1,6154.0
3,2,6154.0
4,3,6153.0
5,4,6146.0
6,-1,6145.0
3,2,6116.0
4,3,6139.0
5,4,6144.0
6,-1,6149.0
3,2,6140.0
4,3,6152.0
5,4,6155.0
6,5,6178.0
7,6,6178.0
8,7,6177.0
9,-1,6177.0
3,-1,6215.0
3,2,6152.0
4,3,6151.0
5,4,6152.0
6,-1,6152.0
3,2,6147.0
4,3,6130.0
5,4,6148.0
6,5,6148.0
7,6,6172.0
8,7,6172.0
9,-1,6126.0
3,2,6151.0
4,-1,6087.0
3,2,6149.0
4,-1,6142.0
3,2,6151.0
4,3,6139.0
5,4,6139.0
6,-1,6144.0
3,2,6189.0
4,3,6190.0
5,4,6195.0
6,-1,6186.0
3,2,6169.0
4,-1,6176.0
3,-1,6150.0
3,2,6158.0
4,3,6157.0
5,-1,6160.0
3,-1,6162.0
3,2,6154.0
4,-1,6150.0
3,-1,6152.0
3,-1,6165.0
3,2,6180.0
4,3,6209.0
5,4,6222.0
6,5,6205.0
7,6,6234.0
8,7,6162.0
9,8,6142.0
10,9,6112.0
11,10,6196.0
12,11,6200.0
13,12,6221.0
14,13,6196.0
15,14,6196.0
16,15,6196.0
17,16,6196.0
